45626	0.30174446620635326,0.09729425509496492,0.024232380479543444,-0.09273712042956772,0.13458925480791645,0.17840440122841528,-0.0027464528190591754,-6.999372496925943E-4,0.048704850922810204,0.05758456918825385,0.06720021813659538,0.045030581714940184,0.03159841012941626,0.07729500074047098,0.04639776771350451,0.06740702979345346,0.05765034148471929,0.04995627063128854,0.08983091185521633,0.032794303350297295,0.08448900853784533,0.06766016487564887,0.04343676969711175,0.09263004746576178,0.03662050107586825,0.08322153182526541,0.06942282296991535,0.05539697411532572,0.07866931307049364,0.06251676470086796,0.06619285910076365,0.07742531368345902,0.05624270081079561,0.08355905948791316,0.05388202037715747,0.08497739138208009,0.05802208220218627,0.07708612395434568,0.07262772446423073,0.06229126279823004,0.08871435018154723,0.049866817127383424,0.0991043829247552,0.04744758360374035,0.09459811594714111,0.05991807922796674,0.08104347887978999,0.07183799979086201,0.07685932032204124,0.07069541584988574,
50248	0.41408706931684586,0.108841312552466,0.03882128607675815,0.00560863831369107,0.06366281367202653,0.10378125039105705,0.05756572616694696,0.07747604548725297,0.047005752074019726,0.07511998171703183,0.07317198424046276,0.06753031220820048,0.06577669299499153,0.07534114810133799,0.07184120419736366,0.06711352071284332,0.07102741583711612,0.0788217183123703,0.059416009825899826,0.08506279137222493,0.06036629057528863,0.07826628353590581,0.06764948546248874,0.0771014908871522,0.0688708918258112,0.07895025293969872,0.07216144013405044,0.07663801876705861,0.07745525008916604,0.07313091773117958,0.08125765666400939,0.07209497888724965,0.08216594638411949,0.07371624855112612,0.08262821111426298,0.07516251284556108,0.08271337216201229,0.0773482031152318,0.08158127118983592,0.08008188120100386,0.08045616098995652,0.08235595789644003,0.0797640620618137,0.08418696106089806,0.07954223990913911,0.08514863802400194,0.0800841590519955,0.08493425930148699,0.08178283484799444,0.08358923538324302,
54480	0.5955544913215847,0.001766722724305053,-0.02649788933573035,0.36125577296253414,0.07486234789948658,-0.13748470056993084,0.26730798242180587,0.06782250262819561,0.08175766776672726,0.19161124170256627,0.09153533797261638,-0.012948794807822671,0.06718120060199877,0.27667948726844255,-0.20565637588169852,0.31753441725996967,0.1087366790505427,-0.0765794014808144,0.210572918764237,0.254893955617491,-0.23706178014390375,0.29542319314793325,0.04720373674889853,0.0011206384497041508,0.2617735780620859,-0.07469522954775171,0.16981618801181794,0.05029107585802061,0.11425429470323377,0.048381635629030736,0.13543582808862495,0.05913581355069745,0.09965417359091537,0.10640480838210226,0.06738245521649372,0.11966102798991533,0.0740487984714954,0.09951010877127399,0.09873280750910912,0.08070987471950039,0.11293159140937596,0.06721903798959543,0.13480015106391321,0.03297312763065208,0.17543519039359642,-0.007699372152247301,0.19979099324431712,-0.01143068435801932,0.17818259722424354,0.04245606902007627,
54703	0.5830869831181622,0.03674911281170074,-0.4867478693039933,-0.20190119642519608,0.1474888726900587,0.20788916632549892,-0.06111611719150052,0.09141454155351868,0.057300196203853015,-0.030084534426731403,-0.037185820648755495,0.17750355402185392,0.02738162710537601,0.07805099336543364,-0.041362300439053264,0.22087957818303214,-0.024400843893788764,0.16143538089997755,-0.049920123022022735,0.2826378846780815,-0.10882860676525485,0.1837663582528986,0.11153012384426095,-0.0010672318068566911,0.21947952730577927,-0.025113559409764355,0.12181114014737045,0.07225738616387715,0.10324078371442681,0.0532822848399875,0.13443917574159117,0.0599437211832845,0.09722366916486426,0.1268107343808006,0.021439646267610152,0.1929464536490778,-0.03208172653779832,0.20313060763534277,-0.004685464327733513,0.14897550095071996,0.05913313181033913,0.10377535465368203,0.08601374902929514,0.10222677166623248,0.07125417586655161,0.12826469010693436,0.05056177276555412,0.14124235058032367,0.055883771745100445,0.11875938645461431,
56094	0.533062874608956,0.23469493675569297,-0.08763140527793524,0.1080158150461909,0.20928802165349802,0.11231354615215057,0.10525131071682219,0.0702917019653889,0.17463796875801385,0.13367288784353076,0.03125927912089425,0.1906585160164405,0.06535649066142497,0.13225878240847688,0.0979806295421077,0.1429808340670133,0.07905385488502314,0.13920460177881863,0.11549471609503564,0.08091961139332336,0.1528004160525605,0.09273920847917584,0.11716667555402956,0.10456075117279667,0.12615022581649213,0.08358860093931501,0.13672983611596048,0.08666253384326231,0.12454710249222288,0.10011546449183875,0.10818320624713984,0.11440524237617727,0.09903728049330739,0.11932728707906261,0.09650389971768276,0.11795120154841307,0.09917679930946793,0.11203536534807393,0.10380047902212072,0.10785054776418455,0.10360157124293161,0.11013025404162007,0.097250155513934,0.11678406899304147,0.09032672090266602,0.11930611626232951,0.09102541221968824,0.11407445178300939,0.09848595450434794,0.10383213478371996,
57288	0.6149927374008545,0.014322488707980235,-0.02745613130320021,0.026660572259002476,0.12498171224666157,0.008580565390833086,0.15191293865511343,0.0031922011041532815,0.18677920802484374,0.048013838252632376,0.07192420757763707,0.07771299600756222,0.06345636837884568,0.06909014825483019,0.052614257692213555,0.11969788826740624,0.012172880641189696,0.13714373474648348,0.04445892289083362,0.06277364957831601,0.11088344859659836,0.06493411189379156,0.0675541916882426,0.10302737943564548,0.06324630318838136,0.07606793955700927,0.10698658438284472,0.04458671486860393,0.11951987447053945,0.04354527114146633,0.11907248165817498,0.053495324651984706,0.1127393203423777,0.06320284085181371,0.10954596626399046,0.06831023012564606,0.1042135521860788,0.07778325059922912,0.09527246156606188,0.08529865388504074,0.09478333534673823,0.08109264065995611,0.10528358514006804,0.07008369521590203,0.1158616704398846,0.06700145419717517,0.11483622656119145,0.07333032094242284,0.11000272032055224,0.07786526187381547,
60094	0.38343129397996395,-0.0470279325181017,-0.06706681345891986,0.0020416852051494054,-0.08537736550998186,0.1121654295568379,0.09252009800469417,0.033045101201232205,0.050850591695112246,0.046391092822392066,0.05874534552442466,0.013370563899289313,0.06197046696159119,0.03418110314319993,0.04933779878740367,0.04037712017543646,0.056665197040094505,0.04214021159270489,0.05658109479766019,0.0558072636601329,0.046774535769317116,0.059081665440957665,0.04941675565588285,0.06485396471687592,0.04695299617514307,0.0629703034305283,0.06559939564955192,0.0434210094523952,0.08123339232089247,0.04102330925098446,0.07286382672746984,0.05969196964877356,0.06055274756084999,0.06988027195182993,0.05963859709531842,0.07106613285923281,0.06305849766474425,0.07092408435218858,0.06540364164647228,0.07303908629509676,0.06467717720734513,0.07683119833011143,0.06354322137444668,0.07836371387432443,0.06656690500700099,0.07602620367536977,0.07195889744329396,0.07453064792618502,0.07397947093378317,0.07723581234802639,
60147	0.7389007037968542,0.14473348381656556,0.02288200214530627,0.2210190223307847,-0.08827169239212901,0.11090407818757952,0.25673293271529574,0.07529945283888441,0.14114361643431686,0.06850060919616853,0.12611146859246986,0.198076121894091,0.03717659791927392,0.1785103074078214,0.12130163352506632,0.10150924456344557,0.1638151475652813,0.08438501706292854,0.12917924559216903,0.14806809548696276,0.0661181343442563,0.15427812595746596,0.08149247609295664,0.14824506139920107,0.07085493989591601,0.15154547358397122,0.09060182297290932,0.1031447111952269,0.14091270680161372,0.059558492516580325,0.15759112844314108,0.06699521363144367,0.1370216519097145,0.08951315399519393,0.12133889774618112,0.1011190832649839,0.11260464238149888,0.1029195139276167,0.11538739119487106,0.09306999971230827,0.12852367943797394,0.07899420203969676,0.14051891376339515,0.07268371632856287,0.135875499488469,0.08332747183473077,0.11902266014965568,0.09501448662287743,0.11520971319998202,0.08790295595337363,
73992	0.5245085384504202,0.09125044111264324,-0.08091542928827276,0.22744323467069513,0.04928668464161424,0.18729937745087202,-2.0962378486025587E-4,0.10362479869618887,0.09814773636151576,0.11189757979914874,0.03127048225927351,0.14078551608635984,0.022922149518271567,0.12066081137667639,0.07499611419476399,0.08357664266350215,0.09656648925474684,0.07547177643193767,0.10172263067472678,0.07308879836338444,0.08977333197603454,0.09074130123348165,0.08200059709149443,0.10013872383138432,0.07025273518755851,0.1263849782764227,0.05739504846663997,0.13241080534249294,0.06327121320218594,0.11620631448687302,0.08526087175696545,0.08966065119598965,0.10507799678803123,0.08280957991273794,0.10413940241279408,0.08959711104039754,0.09479783496468364,0.09894539935484549,0.08827732587884701,0.10140829749868145,0.08930189102615398,0.09685522000002574,0.09557238950278917,0.0889488698230582,0.10346890492809076,0.082536396905293,0.10736236112377684,0.08089782977931854,0.10638594449657815,0.08378301814988075,
90549	0.5139026025938812,0.018675295641400125,-0.027497048439385826,-0.010754326207835622,0.0390989986726061,0.01615215059056847,0.06855289330686636,0.019043865256442694,0.03424469420859302,0.13695499819057283,0.05493183033993923,0.06938722735426137,0.10268357091892366,0.08782744456572036,0.07645095769222073,0.07642357529109581,0.10028957079237052,0.08349412663881439,0.06908676217091642,0.11197782982075766,0.07165829582583201,0.09961562691305485,0.07637836669160913,0.0961588511415835,0.10105188670255538,0.048005683566652996,0.1518111875531499,0.028128174940287232,0.1312160865662039,0.06894745743394938,0.08355525075273898,0.11272086834643154,0.06279839630115312,0.11283227889501428,0.07486746495899795,0.0995427062496554,0.08769889820125036,0.09319857940389017,0.08880379080021213,0.09793584396876522,0.08248361574343516,0.10344125256610152,0.0814797003772473,0.09992367131962904,0.0917503687690671,0.08797025513329391,0.10450244434403554,0.0767272810832497,0.11242943746133612,0.06953595237910128,
