userId,Movies,overlapCount,avgMovieRatings,avgPopularity
42273,"110108,159467,159125,159123,159135,159471,159133,138172,151989,182527,182781,182793,182657,54124,177209,137006,137026,137078,137032,137016",0,4.45,1.25
42577,"110108,182527,182781,182793,182657,177209,138172,151989,34763,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137024",0,4.7,1.05
42779,"159135,159125,159123,159133,159471,159467,151989,183013,138172,54124,137006,137026,137078,137032,137016,136988,137038,137048,137024,137064",0,4.4,1.2
43130,"151989,177209,159125,159135,159123,159133,159471,183013,159467,138172,54124,137006,137026,137078,137032,137016,136988,137048,137038,137064",0,4.4,1.2
43256,"159135,159123,159125,159133,159471,159467,110108,177209,138172,183013,151989,182793,182527,182781,182657,54124,135055,183913,177903,177921",0,4.3,1.5
43450,"670,924,159135,159123,159133,159125,159471,159467,26082,2427,26150,2351,668,132124,159048,159050,171221,140014,122701,137964",2,4.25,2306.6
43606,"159135,159125,159123,159133,159471,159467,138172,183013,151989,137006,137026,137078,137032,137016,136988,137048,137064,137038,136992,137024",0,4.65,1.25
43831,"183013,151989,182793,182527,182781,182657,177209,138172,183941,179065,179019,178415,183057,177921,135310,177903,143833,178881,178417,178057",0,4.65,1.35
43853,"110108,138172,151989,182527,182781,182793,182657,177209,159467,54124,159125,159123,159135,159471,159133,137006,137026,137078,137032,137016",0,4.45,1.25
43966,"260,1196,7153,4993,5952,1210,164771,179535,179723,137601,179531,165383,179625,179527,179589,179591,149879,179581,179617,166229",6,4.45,19327.6
44038,"110108,151989,177209,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137024,136996,137022,137046,137020,137050,136998",0,5.0,1.0
44363,"138172,151989,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137024,136996,137022,137046,137020,137050,136998,137018",0,5.0,1.0
44447,"159123,159135,159125,159133,159471,159467,132124,159048,122701,159050,140014,171221,124903,142903,137964,159053,180839,109762,116243,164771",0,4.7,1.25
44454,"159135,159125,159123,159133,159471,159467,138172,183013,110108,151989,183913,178881,135310,143833,177903,179019,179065,178415,183057,177921",0,4.5,1.6
44807,"110108,159467,159123,159125,159135,159471,159133,137006,137026,137078,137032,164771,179723,137016,165383,179625,136988,179527,137601,137048",0,4.65,1.3
45101,"110108,177209,34763,151989,182793,182527,182781,182657,54124,138172,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038",0,4.45,1.0
45259,"159125,159123,159135,159471,159133,159467,110108,151989,138172,183013,177209,137006,137026,137078,137032,137016,136988,137048,137064,136992",0,4.65,1.25
45999,"159125,159133,159471,159135,159123,159467,138172,183013,151989,54124,177209,137006,137026,137078,137032,137016,136988,137048,137064,136992",0,4.4,1.2
46629,"110108,177209,182793,182527,182781,182657,138172,151989,34763,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137020",0,4.7,1.05
47230,"110108,182793,182527,182781,182657,177209,151989,34763,137006,137026,137078,137032,137016,136988,137048,137064,136992,137020,137038,137018",0,4.7,1.05
47701,"159125,159123,159135,159471,159133,159467,183013,151989,138172,110108,177209,54124,137006,137026,137078,137032,137016,136988,137048,137064",0,4.4,1.2
47944,"110108,159467,159125,159135,159123,159471,159133,182793,182527,182781,182657,137006,137026,137078,137032,137016,136988,137048,137064,136992",0,4.7,1.3
47993,"110108,159125,159135,159123,159471,159133,177209,159467,138172,151989,182527,182781,182793,182657,183013,137006,137026,137078,137032,137016",0,4.6,1.35
48351,"138172,110108,151989,182793,182527,182781,182657,177209,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137024,136996",0,4.95,1.1
48934,"159135,159125,159123,159133,159471,159467,110108,138172,151989,177209,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038",0,4.75,1.2
49212,"110108,182793,182527,182781,182657,34763,151989,177209,135232,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137024",0,4.7,1.05
49796,"179527,179723,165383,179625,60221,137601,164771,179535,179589,179581,179531,164907,143235,165381,179617,149879,179567,179563,179591,165745",0,4.45,1.3
50330,"138172,151989,183013,177209,182345,170865,178739,180585,183085,164278,154341,178845,183941,159125,159133,159471,159135,159123,137006,137026",0,4.55,1.35
51444,"110108,138172,159125,159135,159123,159471,159133,159467,151989,177209,182527,182781,182793,182657,34763,137006,137026,137078,137032,137016",0,4.45,1.25
51875,"159135,159133,159125,159123,159471,159467,183013,138172,132124,122701,140014,171221,159050,137964,159048,142903,159053,124903,180839,116243",0,4.6,1.3
51890,"159135,159123,159125,159133,159471,159467,1248,1212,1251,1252,3093,8620,183013,26094,138172,1284,7748,6783,176959,132124",5,3.95,2325.65
51939,"159125,159123,159135,159133,159471,159467,138172,132124,159050,122701,140014,171221,159048,124903,137964,142903,159053,180839,116243,109762",0,4.7,1.25
51966,"159123,159125,159135,159471,159133,159467,137006,137026,137078,137032,137016,137038,136988,137024,137048,136996,137064,137022,136992,137046",0,4.75,1.2
51982,"110108,182793,182527,182781,182657,138172,151989,34763,107434,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137024",0,4.7,1.05
52146,"159135,159123,159125,159133,159471,159467,138172,183013,54124,151989,132124,122701,140014,159048,159050,171221,137964,142903,159053,180839",0,4.35,1.25
53023,"159135,159123,159125,159133,159471,159467,54124,138172,137006,137026,137078,137032,137038,137016,137024,136988,136996,137048,137022,137064",0,4.5,1.15
53834,"110108,159467,159125,159123,159135,159471,159133,151989,138172,177209,54124,182527,182781,182657,182793,34763,183013,107434,135055,137006",0,4.1,1.25
54018,"138172,60221,159135,159123,159125,159133,159471,159467,95977,93967,151989,94972,95517,160030,147966,169816,146489,169820,146487,169818",0,4.45,1.35
54441,"159125,159135,159123,159471,159133,159467,110108,183013,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137024,136996",0,4.65,1.25
54449,"110108,179723,165383,164771,179527,179625,137601,179617,179627,179531,179535,179589,179581,179621,179591,179547,164861,166223,179567,164907",0,4.75,1.3
54466,"159125,159123,159135,159471,159133,159467,138172,110108,137006,137026,137078,151989,137032,137016,136988,137048,137038,137064,136992,137024",0,4.75,1.2
55448,"159135,159123,159125,159133,159471,159467,138172,54124,151989,183013,110108,137006,137026,137078,137032,137038,137016,137024,136988,136996",0,4.4,1.2
55701,"159135,159125,159123,159133,159471,159467,110108,54124,138172,159050,132124,140014,122701,171221,159048,142903,159053,124903,137964,180839",0,4.45,1.2
55768,"159133,159135,159125,159123,159471,159467,183013,132124,122701,171221,140014,159050,159048,137964,142903,159053,124903,180839,116243,109762",0,4.6,1.3
55951,"159467,159135,159123,159125,159133,159471,110108,54124,138172,151989,183013,137006,137026,137078,137032,137016,136988,137048,137038,137064",0,4.4,1.2
56103,"6985,26150,26587,720,159135,159123,159125,159133,159471,159467,105250,134849,159050,132124,140014,122701,171221,159048,124903,137964",1,4.3,630.95
56116,"159467,159135,159123,159125,159133,159471,110108,164771,137601,179723,165383,179527,179625,179535,179617,179531,179589,179627,179581,179591",0,4.55,1.45
56291,"159135,159123,159125,159133,159471,159467,138172,54124,159050,132124,122701,140014,171221,159048,137964,142903,159053,124903,180839,183013",0,4.35,1.25
56427,"110108,138172,182793,182527,182781,182657,151989,177209,168888,130558,177921,135310,177903,143833,178415,179019,179065,178417,178057,178881",0,4.75,1.3
56478,"159135,159123,159125,159467,159133,159471,138172,110108,151989,137006,137026,137078,137032,137038,137016,137024,136988,136996,137048,137022",0,4.75,1.2
57041,"138172,159125,159123,159135,159471,159133,183013,177209,159467,151989,182793,182527,182781,182657,110108,183913,177903,179065,135310,179019",0,4.45,1.7
57172,"159135,159123,159125,159133,159471,159467,110108,138172,183013,151989,54124,137006,137026,137078,137032,137016,136988,137038,137048,137024",0,4.4,1.2
57728,"78499,182527,182781,182793,182657,151989,137006,137026,137078,137032,137016,136988,137048,137064,179527,136992,137038,137024,136996,137022",1,4.75,733.4
57787,"110108,138172,182527,182781,182793,182657,159467,159125,151989,159135,159123,159471,159133,107434,177209,34763,137006,137026,137078,137032",0,4.45,1.25
59199,"159135,159123,159125,159133,159471,159467,138172,54124,183013,137006,137026,137078,137032,137016,136988,137048,137064,137038,136992,137024",0,4.4,1.2
59219,"159467,159123,159125,159135,159471,159133,110108,182793,182527,182781,182657,138172,151989,107434,137006,137026,137078,137032,137016,136988",0,4.7,1.3
59880,"177209,183013,151989,110108,138172,34763,182527,182781,182793,182657,183941,183913,135310,178881,178057,143833,178417,183057,177903,178415",0,4.45,1.35
60239,"110108,138172,182793,182527,182781,182657,177209,151989,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137024,136996",0,4.95,1.1
60286,"159135,159125,159123,159133,159471,159467,138172,183013,151989,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137024",0,4.65,1.25
68688,"159467,159125,159123,159135,159471,159133,138172,110108,151989,182527,182781,182793,182657,177209,167368,167496,137006,137026,137078,137032",0,4.7,1.3
70213,"159135,159123,159125,159133,159471,159467,183013,132124,159050,159048,171221,140014,122701,137964,142903,124903,159053,180839,116243,109762",0,4.6,1.3
71087,"104069,127098,86347,86345,110108,138172,177209,183013,182793,182527,182781,182657,86377,179019,178415,179065,177921,183913,178881,183057",0,4.25,369.5
71326,"110108,159467,151989,159125,159135,159123,159471,159133,179527,179723,164771,137601,138172,165383,179535,179625,179589,179581,179531,179617",0,4.55,1.45
71528,"110108,138172,34763,151989,177209,182527,182781,182657,182793,107434,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038",0,4.7,1.05
71548,"159467,159123,159135,159125,159133,159471,138172,60221,110108,164771,179723,179527,137601,165383,179625,179535,179531,179617,179589,179627",0,4.35,1.35
72107,"110108,138172,151989,34763,182527,182781,182657,182793,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137024,136996",0,4.7,1.05
72369,"179723,179527,164771,137601,165383,179625,179535,179531,179589,179617,179581,179627,179591,179567,164907,179563,149879,168020,143235,166223",0,4.7,1.35
72987,"110108,151989,138172,177209,54124,34763,159467,159125,159471,137006,137026,137078,137032,159133,137016,159123,136988,159135,137048,137064",0,4.25,1.1
72995,"110108,182793,182527,182781,182657,34763,177209,138172,151989,107434,135232,137006,137026,137078,137032,137016,136988,137048,137064,136992",0,4.7,1.05
72998,"159125,159471,159123,159135,159133,159467,110108,151989,138172,183013,34763,137006,137026,137078,137032,137016,136988,137048,137064,136992",0,4.4,1.2
73672,"110108,164771,165383,179535,137601,179723,179625,179527,179531,179617,179589,179581,179627,179591,149879,166229,179509,168020,166231,124987",0,4.75,1.45
74440,"159135,159125,159123,159133,159471,159467,183013,138172,54124,151989,183913,177903,135310,179065,179019,143833,177921,183057,178881,178415",0,4.25,1.55
74514,"159125,159123,159135,159471,159133,159467,110108,138172,151989,177209,183013,182793,182527,182781,182657,54124,137006,137026,137078,137032",0,4.35,1.3
74627,"159125,159123,159135,159471,159133,159467,110108,138172,151989,177209,183013,182527,182781,182793,182657,54124,137006,137026,137078,137032",0,4.35,1.3
74754,"159467,159125,159135,159123,159471,159133,179527,179723,164771,165383,179625,137601,179535,179589,179581,179531,179617,179627,179591,164907",0,4.55,1.45
75465,"159467,159135,159123,159125,159471,159133,110108,151989,137006,138172,137026,137078,137032,137016,136988,137048,137064,137038,136992,137024",0,4.75,1.2
82118,"159135,159123,159125,159133,159471,159467,138172,183013,137038,137024,136996,137022,137006,137026,137078,137032,137016,137046,136988,137048",0,4.65,1.25
82254,"182793,182527,182781,182657,138172,151989,137006,137026,137078,137032,137016,136988,159125,137048,137038,137064,136992,137024,136996,137022",0,4.95,1.1
82270,"159123,159135,159125,159471,159133,159467,138172,183013,54124,151989,110108,137006,137026,137078,137032,137016,136988,137048,137038,137064",0,4.4,1.2
82393,"110108,159467,138172,164771,137601,179535,179527,179617,179723,179531,179589,179625,165383,179581,179627,179591,149879,168020,124987,179509",0,4.65,1.55
