UserId	Movies
42273	110108,159467,159125,159123,159135,159471,159133,138172,151989,182527,182781,182793,182657,54124,177209,137006,137026,137078,137032,137016
42577	110108,182527,182781,182793,182657,177209,138172,151989,34763,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137024
42779	159135,159125,159123,159133,159471,159467,151989,183013,138172,54124,137006,137026,137078,137032,137016,136988,137038,137048,137024,137064
43130	151989,177209,159125,159135,159123,159133,159471,183013,159467,138172,54124,137006,137026,137078,137032,137016,136988,137048,137038,137064
43256	159135,159123,159125,159133,159471,159467,110108,177209,138172,183013,151989,182793,182527,182781,182657,54124,135055,183913,177903,177921
43450	670,924,159135,159123,159133,159125,159471,159467,26082,2427,26150,2351,668,132124,159048,159050,171221,140014,122701,137964
43606	159135,159125,159123,159133,159471,159467,138172,183013,151989,137006,137026,137078,137032,137016,136988,137048,137064,137038,136992,137024
43831	183013,151989,182793,182527,182781,182657,177209,138172,183941,179065,179019,178415,183057,177921,135310,177903,143833,178881,178417,178057
43853	110108,138172,151989,182527,182781,182793,182657,177209,159467,54124,159125,159123,159135,159471,159133,137006,137026,137078,137032,137016
43966	260,1196,7153,4993,5952,1210,164771,179535,179723,137601,179531,165383,179625,179527,179589,179591,149879,179581,179617,166229
44038	110108,151989,177209,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137024,136996,137022,137046,137020,137050,136998
44363	138172,151989,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137024,136996,137022,137046,137020,137050,136998,137018
44447	159123,159135,159125,159133,159471,159467,132124,159048,122701,159050,140014,171221,124903,142903,137964,159053,180839,109762,116243,164771
44454	159135,159125,159123,159133,159471,159467,138172,183013,110108,151989,183913,178881,135310,143833,177903,179019,179065,178415,183057,177921
44807	110108,159467,159123,159125,159135,159471,159133,137006,137026,137078,137032,164771,179723,137016,165383,179625,136988,179527,137601,137048
45101	110108,177209,34763,151989,182793,182527,182781,182657,54124,138172,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038
45259	159125,159123,159135,159471,159133,159467,110108,151989,138172,183013,177209,137006,137026,137078,137032,137016,136988,137048,137064,136992
45999	159125,159133,159471,159135,159123,159467,138172,183013,151989,54124,177209,137006,137026,137078,137032,137016,136988,137048,137064,136992
46629	110108,177209,182793,182527,182781,182657,138172,151989,34763,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137020
47230	110108,182793,182527,182781,182657,177209,151989,34763,137006,137026,137078,137032,137016,136988,137048,137064,136992,137020,137038,137018
47701	159125,159123,159135,159471,159133,159467,183013,151989,138172,110108,177209,54124,137006,137026,137078,137032,137016,136988,137048,137064
47944	110108,159467,159125,159135,159123,159471,159133,182793,182527,182781,182657,137006,137026,137078,137032,137016,136988,137048,137064,136992
47993	110108,159125,159135,159123,159471,159133,177209,159467,138172,151989,182527,182781,182793,182657,183013,137006,137026,137078,137032,137016
48351	138172,110108,151989,182793,182527,182781,182657,177209,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038,137024,136996
48934	159135,159125,159123,159133,159471,159467,110108,138172,151989,177209,137006,137026,137078,137032,137016,136988,137048,137064,136992,137038
