UserId	Movies
42273	159467,110108,159123,159125,159471,159133,3226,159135,151989,159761,138172,176271,177209,159129,159141,143422,183437,43341,152711,182527
42577	110108,159467,3226,182527,182657,159761,182793,182781,138172,177209,151989,183437,176271,143422,136086,43341,27149,107434,152711,178953
42779	39183,8622,45950,53894,93040,159467,5669,94466,2908,159123,159133,159125,159471,159135,6896,86781,151989,176271,3226,2064
43130	159467,159123,159471,159125,159133,159135,3226,151989,176271,183437,177209,143422,106115,152711,183013,54124,8111,110108,136892,43341
43256	159467,159123,159125,159471,159133,159135,159141,176271,151989,3226,159137,183437,110108,177209,143422,183013,138172,159129,182657,182527
43450	159467,670,159123,159471,159133,159125,159135,1230,26150,6896,2920,924,2427,1208,6918,3093,26082,6711,6669,858
43606	159467,159123,159125,159471,159133,159135,176271,3226,151989,159141,183013,183437,143422,152711,106115,110108,8111,159761,136086,43341
43831	593,858,159467,899,1036,1221,1219,1387,922,183437,151989,159123,159133,159471,159125,159135,182527,182657,182781,182793
43853	159467,3226,183437,151989,110108,176271,8111,159123,159125,143422,159471,159133,159135,106115,159761,152711,43341,136086,177601,138172
43966	7153,4993,5952,260,1196,106642,1210,122886,117192,77658,3226,27002,159467,27149,183437,151989,106115,147384,176271,182527
44038	159467,3226,151989,183437,136892,176271,143422,177209,106115,66934,27149,159761,152711,140369,8111,182527,182657,182781,182793,110108
44363	159467,3226,151989,176271,183437,143422,159123,159471,159125,159133,152711,106115,159135,159761,136892,177209,8111,110108,27149,43341
44447	159467,670,668,159123,159471,159133,159125,159135,6918,93040,26587,159141,82143,7767,6896,39183,176271,8684,3226,3134
44454	159467,159123,159125,159133,159471,159135,3226,176271,151989,183437,136086,159141,143422,110108,183013,106115,152711,8111,138172,179065
44807	93040,159467,27611,162414,110108,3226,176271,1537,1188,159123,56367,2624,159471,159133,159125,159135,183437,159761,55280,27149
45101	3226,110108,159467,176271,159761,151989,183437,177209,143422,8111,152711,136892,106115,54124,43341,136086,34763,177601,138172,169632
45259	159467,159123,159125,159471,159133,159135,3226,176271,151989,183437,143422,106115,110108,159141,152711,8111,177209,183013,159761,43341
45999	159467,3226,176271,183437,159123,159125,159133,159471,159135,151989,8111,106115,143422,159761,152711,136892,110108,183013,43341,95517
46629	159467,3226,183437,151989,176271,110108,136086,159761,138172,177209,143422,182527,182657,159123,182793,182781,159125,159133,159471,152711
47230	110108,182527,182657,182793,182781,3226,151989,183437,159761,177209,143422,176271,138172,152711,43341,8111,178953,34763,177601,136086
47701	159467,3226,183437,176271,8111,151989,159123,159125,159133,106115,159471,159135,143422,152711,159761,136086,43341,136892,177601,110108
47944	159467,3226,176271,110108,159123,159125,159471,159133,183437,151989,159135,136086,182527,182657,182793,182781,143422,159761,152711,106115
47993	159467,3226,159123,159125,159133,159471,159135,183437,176271,151989,182527,182657,182793,182781,143422,177209,159761,106115,110108,8111
48351	159467,159123,159125,159133,159471,159135,3226,151989,183437,136086,176271,138172,159761,152711,159141,143422,110108,8111,43341,177601
48934	159467,159123,159471,159125,159133,159135,3226,151989,176271,183437,110108,159761,159141,143422,106115,152711,177209,27149,8111,138172
49212	7153,5952,4993,3226,182657,182527,182781,182793,151989,183437,136892,27149,110108,143422,159761,177209,159467,43341,106115,8111
49796	7153,5952,4993,159467,3226,151989,183437,159123,159125,159133,159471,176271,27149,159135,106115,143422,152711,136892,8111,140369
50330	159467,260,3226,151989,159123,183437,159125,159471,159133,159135,176271,296,136892,143422,1196,177209,182527,182781,182793,182657
51444	159467,110108,3226,151989,159123,159125,159133,159471,159135,176271,183437,143422,159761,177209,138172,182527,182657,182793,182781,152711
51875	159467,1232,26326,26150,3415,159123,159125,159471,159133,159135,4848,70533,8261,3676,6711,27722,49932,33264,3245,176271
51890	3415,6783,26151,8620,26094,1212,42217,1251,1230,7327,8195,4914,1248,1252,7043,42094,6643,1572,6023,903
51939	159467,898,159123,159125,159471,159133,159135,176271,3226,183013,151989,183437,159141,152711,1104,106115,143422,913,159137,8111
51966	159467,159123,159471,159125,159133,159135,3226,176271,4973,151989,183437,159141,106115,183013,143422,177209,152711,110108,43341,159761
51982	159467,3226,110108,182527,182657,182793,182781,183437,151989,159761,176271,143422,136086,8111,27149,106115,43341,138172,177209,159123
52146	159467,159123,159125,159133,159471,159135,159141,176271,159129,3226,136086,159137,151989,159127,183013,183437,54124,152711,138172,8111
