userId,Movies,overlapCount,avgMovieRatings,avgPopularity
42273,"159467,110108,159123,159125,159471,159133,3226,159135,151989,159761,138172,176271,177209,159129,159141,143422,183437,43341,152711,182527",0,4.15,3.1
42577,"110108,159467,3226,182527,182657,159761,182793,182781,138172,177209,151989,183437,176271,143422,136086,43341,27149,107434,152711,178953",0,4.0,3.1
42779,"39183,8622,45950,53894,93040,159467,5669,94466,2908,159123,159133,159125,159471,159135,6896,86781,151989,176271,3226,2064",8,3.7,3113.5
43130,"159467,159123,159471,159125,159133,159135,3226,151989,176271,183437,177209,143422,106115,152711,183013,54124,8111,110108,136892,43341",0,3.85,3.2
43256,"159467,159123,159125,159471,159133,159135,159141,176271,151989,3226,159137,183437,110108,177209,143422,183013,138172,159129,182657,182527",0,4.2,3.15
43450,"159467,670,159123,159471,159133,159125,159135,1230,26150,6896,2920,924,2427,1208,6918,3093,26082,6711,6669,858",6,3.85,8935.95
43606,"159467,159123,159125,159471,159133,159135,176271,3226,151989,159141,183013,183437,143422,152711,106115,110108,8111,159761,136086,43341",0,4.0,3.4
43831,"593,858,159467,899,1036,1221,1219,1387,922,183437,151989,159123,159133,159471,159125,159135,182527,182657,182781,182793",8,4.1,14901.4
43853,"159467,3226,183437,151989,110108,176271,8111,159123,159125,143422,159471,159133,159135,106115,159761,152711,43341,136086,177601,138172",0,4.1,3.65
43966,"7153,4993,5952,260,1196,106642,1210,122886,117192,77658,3226,27002,159467,27149,183437,151989,106115,147384,176271,182527",7,3.55,20170.6
44038,"159467,3226,151989,183437,136892,176271,143422,177209,106115,66934,27149,159761,152711,140369,8111,182527,182657,182781,182793,110108",1,4.15,239.85
44363,"159467,3226,151989,176271,183437,143422,159123,159471,159125,159133,152711,106115,159135,159761,136892,177209,8111,110108,27149,43341",0,3.9,3.2
44447,"159467,670,668,159123,159471,159133,159125,159135,6918,93040,26587,159141,82143,7767,6896,39183,176271,8684,3226,3134",1,3.9,744.35
44454,"159467,159123,159125,159133,159471,159135,3226,176271,151989,183437,136086,159141,143422,110108,183013,106115,152711,8111,138172,179065",0,4.25,3.5
44807,"93040,159467,27611,162414,110108,3226,176271,1537,1188,159123,56367,2624,159471,159133,159125,159135,183437,159761,55280,27149",5,3.5,2152.85
45101,"3226,110108,159467,176271,159761,151989,183437,177209,143422,8111,152711,136892,106115,54124,43341,136086,34763,177601,138172,169632",0,3.6,3.65
45259,"159467,159123,159125,159471,159133,159135,3226,176271,151989,183437,143422,106115,110108,159141,152711,8111,177209,183013,159761,43341",0,4.05,3.25
45999,"159467,3226,176271,183437,159123,159125,159133,159471,159135,151989,8111,106115,143422,159761,152711,136892,110108,183013,43341,95517",0,4.0,3.5
46629,"159467,3226,183437,151989,176271,110108,136086,159761,138172,177209,143422,182527,182657,159123,182793,182781,159125,159133,159471,152711",0,4.4,3.25
47230,"110108,182527,182657,182793,182781,3226,151989,183437,159761,177209,143422,176271,138172,152711,43341,8111,178953,34763,177601,136086",0,4.05,3.45
47701,"159467,3226,183437,176271,8111,151989,159123,159125,159133,106115,159471,159135,143422,152711,159761,136086,43341,136892,177601,110108",0,4.05,3.75
47944,"159467,3226,176271,110108,159123,159125,159471,159133,183437,151989,159135,136086,182527,182657,182793,182781,143422,159761,152711,106115",0,4.35,3.35
47993,"159467,3226,159123,159125,159133,159471,159135,183437,176271,151989,182527,182657,182793,182781,143422,177209,159761,106115,110108,8111",0,4.4,3.25
48351,"159467,159123,159125,159133,159471,159135,3226,151989,183437,136086,176271,138172,159761,152711,159141,143422,110108,8111,43341,177601",0,4.1,3.6
48934,"159467,159123,159471,159125,159133,159135,3226,151989,176271,183437,110108,159761,159141,143422,106115,152711,177209,27149,8111,138172",0,4.15,3.2
49212,"7153,5952,4993,3226,182657,182527,182781,182793,151989,183437,136892,27149,110108,143422,159761,177209,159467,43341,106115,8111",3,3.9,8713.25
49796,"7153,5952,4993,159467,3226,151989,183437,159123,159125,159133,159471,176271,27149,159135,106115,143422,152711,136892,8111,140369",3,4.05,8713.4
50330,"159467,260,3226,151989,159123,183437,159125,159471,159133,159135,176271,296,136892,143422,1196,177209,182527,182781,182793,182657",3,4.3,11928.95
51444,"159467,110108,3226,151989,159123,159125,159133,159471,159135,176271,183437,143422,159761,177209,138172,182527,182657,182793,182781,152711",0,4.45,3.1
51875,"159467,1232,26326,26150,3415,159123,159125,159471,159133,159135,4848,70533,8261,3676,6711,27722,49932,33264,3245,176271",4,3.55,2279.45
51890,"3415,6783,26151,8620,26094,1212,42217,1251,1230,7327,8195,4914,1248,1252,7043,42094,6643,1572,6023,903",7,3.5,4218.05
51939,"159467,898,159123,159125,159471,159133,159135,176271,3226,183013,151989,183437,159141,152711,1104,106115,143422,913,159137,8111",3,4.0,1509.6
51966,"159467,159123,159471,159125,159133,159135,3226,176271,4973,151989,183437,159141,106115,183013,143422,177209,152711,110108,43341,159761",1,4.0,1844.8
51982,"159467,3226,110108,182527,182657,182793,182781,183437,151989,159761,176271,143422,136086,8111,27149,106115,43341,138172,177209,159123",0,4.0,3.2
52146,"159467,159123,159125,159133,159471,159135,159141,176271,159129,3226,136086,159137,151989,159127,183013,183437,54124,152711,138172,8111",0,3.8,3.45
53023,"159467,159123,159471,159125,159133,159135,176271,3226,54124,159141,151989,183013,110108,106115,143422,152711,159137,183437,159129,5618",1,3.85,1149.55
53834,"159467,3226,159123,176271,159125,159471,159133,159135,151989,183437,110108,143422,106115,8111,159761,152711,177209,43341,136086,27149",0,3.9,3.25
54018,"1204,1208,26150,93040,7749,1272,750,7153,8154,26094,159467,1251,26578,5952,1250,296,55820,4993,8195,924",12,3.7,21095.75
54441,"159467,159123,159125,159133,159471,159135,176271,151989,110108,159141,3226,183013,183437,177209,54124,143422,159137,159761,152711,106115",0,3.9,3.2
54449,"159467,2563,86237,3226,449,5991,159123,159125,159133,159471,183437,151989,159135,27149,176271,143422,110108,106115,152711,140369",1,3.85,666.2
54466,"159467,159123,159125,159471,159133,159135,3226,151989,176271,183437,110108,143422,106115,159141,152711,183013,54124,43341,177209,136892",0,3.8,3.15
55448,"159467,159123,159125,159471,159133,159135,3226,176271,151989,183437,152711,183013,106115,159761,8111,43341,143422,54124,177601,159141",0,3.75,3.55
55701,"159467,176271,159123,159125,159133,159471,159135,3226,151989,183437,110108,136086,54124,183013,152711,179065,143833,178415,178057,135310",0,4.1,3.15
55768,"159467,159123,159125,159471,159133,159135,3226,176271,183437,151989,159141,106115,183013,143422,8111,152711,95517,43341,140369,166267",0,4.0,3.5
55951,"159467,159123,159471,159125,159133,159135,159141,3226,176271,151989,183437,159137,106115,143422,27149,183013,177209,166267,8111,152711",0,3.9,3.3
56103,"105250,6981,26587,6982,6985,3022,93040,2351,159467,6918,6611,1148,6896,745,720,670,50742,7700,3089,134849",5,3.65,2759.05
56116,"159467,159123,159125,159133,159471,159135,159141,39183,159129,159127,159137,3226,110108,151989,5224,670,176271,54124,214,183437",1,3.65,519.8
56291,"6643,27366,6669,6783,69134,159467,923,5291,134849,8684,3134,8620,2731,6985,750,8199,1251,8154,5147,3022",7,3.6,3979.1
56427,"159467,147376,3226,183437,159123,159125,159133,182657,159471,182527,182781,182793,159135,136892,151989,912,89745,176271,143422,159141",2,4.15,2436.0
56478,"159467,159123,159471,159125,159133,159135,3226,176271,183437,159141,151989,143422,106115,8111,152711,27149,43341,182527,182657,182781",0,3.95,3.1
57041,"159467,3226,183437,176271,151989,106115,159123,159471,159125,159133,159135,95517,183013,152711,8111,136892,143422,140369,27149,43341",0,3.8,3.45
57172,"159467,159123,159125,159133,159471,159135,176271,159141,151989,3226,183437,183013,159137,54124,178417,177921,179065,178057,183913,178415",0,3.9,3.25
57728,"3114,78499,45210,1,8961,93040,858,88125,377,1198,1387,1307,1617,1036,2081,595,1221,2762,8636,58559",19,3.35,33522.65
57787,"159467,3226,159123,159125,159471,159133,159135,183437,151989,110108,176271,159761,143422,159141,182527,182657,182793,182781,106115,8111",0,4.35,3.3
59199,"159467,159123,159125,159133,159471,159135,176271,3226,151989,159141,183437,183013,152711,136086,54124,106115,159137,143422,138172,179065",0,3.85,3.4
59219,"912,159467,93040,159123,159133,159471,159125,159135,159141,182657,182527,182781,182793,183437,151989,3226,2396,1947,176271,140369",3,4.15,3447.65
59880,"159467,110108,151989,176271,177209,138172,3226,54124,159761,183013,178953,159123,159125,159471,159133,34763,136086,159135,143422,136892",0,3.85,1.85
60239,"159467,3226,110108,183437,176271,151989,143422,8111,136086,159761,106115,152711,182527,177209,182657,43341,182793,182781,138172,177601",0,4.2,3.65
60286,"159467,159123,159125,159471,159133,159135,151989,176271,3226,159141,136892,183437,183013,143422,177209,106115,159761,152711,8111,159137",0,4.1,3.45
68688,"159467,159123,159125,159471,159133,159135,159141,151989,176271,138172,110108,3226,159129,1183,159761,1721,183437,159137,159127,177209",2,3.95,3131.6
70213,"159467,296,608,159123,159471,159133,159125,159135,176271,2858,3226,858,26587,183013,750,151989,183437,134849,159141,106115",5,3.95,14863.5
71087,"159467,110108,127098,136086,176271,3226,138172,151989,143422,54124,159761,183437,152711,8111,183013,177209,34763,177365,43341,136892",0,3.55,66.8
71326,"159467,3226,183437,176271,151989,159123,159125,159471,159133,159135,143422,8111,106115,152711,110108,159761,43341,136086,177601,27149",0,3.85,3.6
71528,"3226,159467,110108,151989,183437,159761,136892,8111,143422,176271,106115,152711,177209,43341,138172,34763,27149,169632,136086,177601",0,3.6,3.65
71548,"159467,26587,159123,159471,159125,159133,159135,912,3226,306,159141,2731,183437,176271,8656,151989,5147,106115,143422,1237",5,4.1,2590.5
72107,"3226,110108,159467,27149,151989,183437,182527,182657,182781,182793,159761,143422,117192,176271,106115,43341,8111,152711,34763,136892",0,3.65,22.3
72369,"159467,93040,3226,151989,183437,27149,176271,159123,182657,182527,182793,182781,159471,140369,159125,159133,159135,7153,106115,143422",1,4.1,2861.7
72987,"159467,3226,176271,159123,159125,159471,159133,159135,151989,183437,106115,143422,110108,8111,27149,152711,43341,159761,177209,166267",0,3.9,3.15
72995,"110108,3226,159761,138172,183437,151989,182527,182657,182793,182781,177209,143422,8111,173345,94407,136086,34763,176271,43341,107434",0,4.0,4.05
72998,"159467,3226,176271,183437,159123,159125,159471,159133,159135,151989,143422,106115,8111,152711,110108,43341,159761,183013,27149,166267",0,3.8,3.2
73672,"159467,4993,7153,3226,5952,110108,151989,27149,159123,159471,159125,159133,159135,176271,183437,106115,143422,159761,152711,54124",3,3.8,8713.15
74440,"159467,159123,159125,159471,159133,159135,176271,183013,151989,3226,159141,183437,152711,54124,143422,106115,136086,159137,8111,159761",0,3.85,3.45
74514,"159467,159123,159125,159471,159133,159135,3226,176271,151989,159141,183437,110108,177209,143422,159761,106115,152711,183013,43341,138172",0,4.05,3.15
74627,"159467,3226,159123,159125,159471,159133,159135,183437,176271,151989,143422,110108,8111,106115,159761,159141,152711,43341,177209,177601",0,4.1,3.55
74754,"159467,159123,159471,159125,159133,159135,3226,176271,151989,183437,27149,106115,143422,159141,152711,8111,43341,166267,183013,110108",0,3.8,3.2
75465,"159467,7669,159123,159471,159125,159133,159135,3226,110108,151989,176271,183437,27149,159141,143422,182657,182527,182793,182781,177209",1,4.1,148.1
82118,"8684,6783,159467,25805,3435,2731,6643,1212,6985,4432,8195,27366,5177,159123,159471,159125,159133,159135,42217,5121",3,3.7,1208.0
82254,"159467,356,858,93040,2028,182527,182657,182781,182793,3226,183437,159123,159471,159133,159125,159135,608,151989,176271,27149",4,4.0,13266.75
82270,"159467,159123,159125,159471,159133,159135,720,176271,8914,3226,151989,183013,1188,110108,183437,54124,106115,82143,143422,177209",3,3.8,1157.55
82393,"159467,3226,110108,151989,183437,159761,182527,182657,182793,182781,176271,143422,27149,106115,152711,159123,43341,159125,159471,159133",0,3.9,3.1
82708,"48385,26578,159467,159123,159125,159133,159471,159135,4914,92535,42094,86345,1251,86377,7486,4325,159141,105355,2732,6981",4,3.55,1535.7
83092,"159467,159123,159125,159471,159133,159135,159141,3226,176271,159129,151989,159137,183437,159127,110108,143422,106115,177209,152711,8111",0,4.15,3.45
83446,"159467,159123,159125,159133,159471,159135,176271,151989,3226,183437,110108,159141,143422,159761,177209,183013,136086,152711,106115,138172",0,4.25,3.35
83812,"3226,159467,151989,110108,176271,159761,136892,183437,143422,152711,106115,177209,8111,43341,177601,138172,27149,182527,182657,182781",0,4.0,3.45
83837,"88125,81834,69844,40815,54001,8368,4896,5816,7153,159467,3226,136892,183437,151989,5952,182657,182527,182781,182793,159761",10,3.7,12993.85
83868,"159467,159123,159125,159133,159471,159135,176271,110108,151989,3226,143422,183437,177209,159761,183013,152711,34763,138172,54124,106115",0,3.85,3.05
84251,"159467,159123,159125,159133,159471,159135,3226,151989,176271,183437,27149,110108,143422,106115,177209,159141,182527,182657,182781,182793",0,4.15,3.1
84322,"159467,159123,159125,159471,159133,159135,3226,151989,176271,183437,159141,136892,143422,177209,106115,8111,152711,183013,110108,43341",0,4.05,3.3
84698,"159467,159123,159125,159471,159133,159135,3226,151989,176271,110108,159761,183437,159141,143422,159129,8111,152711,177209,106115,138172",0,4.35,3.35
85868,"159467,159123,159471,159133,159125,159135,3226,306,159141,151989,183437,176271,27149,143422,106115,110108,26587,166267,182527,182657",1,4.05,452.7
86555,"159467,159123,159125,159471,159133,159135,3226,176271,183437,151989,110108,143422,159141,106115,8111,177209,152711,27149,166267,43341",0,3.9,3.15
86672,"159467,3226,151989,110108,182527,182657,183437,182793,182781,27149,143422,176271,159761,177209,152711,106115,43341,34763,8111,138172",0,3.8,3.05
87745,"159467,3226,159123,159125,159471,159133,159135,183437,151989,176271,106115,143422,27149,152711,8111,43341,720,110108,159141,177601",1,3.85,486.8
87796,"159467,159123,159133,159125,159471,159135,151989,3226,183437,176271,177209,110108,159141,182657,182527,182781,182793,143422,106115,159761",0,4.35,3.2
88157,"159467,159123,159125,159471,159133,159135,3226,151989,176271,183437,159141,143422,177209,106115,152711,110108,8111,183013,43341,159761",0,4.05,3.25
88378,"159467,159123,159125,159133,159471,159135,159141,176271,151989,3226,183437,183013,159137,106115,152711,143422,140369,8111,153038,166267",0,4.1,3.45
88433,"159467,159123,159471,159125,159133,159135,3226,110108,183437,151989,176271,182527,182657,182781,182793,27149,143422,159141,106115,152711",0,4.15,3.15
88504,"159467,3226,176271,151989,183437,159123,159125,159471,159133,159135,159761,110108,143422,8111,136892,152711,106115,136086,138172,43341",0,4.1,3.4
88589,"159467,1721,159123,151989,159471,159125,159133,159135,3226,183437,176271,110108,182657,182527,182793,182781,920,177209,159761,143422",2,4.25,3146.75
88596,"159467,3226,176271,159123,159125,159471,159133,159135,151989,110108,54124,183437,106115,143422,152711,27149,183013,159761,8111,43341",0,3.6,3.1
90270,"147376,3226,159467,182527,182657,182781,182793,110108,183437,914,136086,159761,151989,176271,143422,27149,4535,177209,106115,43341",1,3.7,678.3
90504,"159467,159123,159125,159471,159133,159135,176271,3226,151989,159141,183437,183013,136086,143422,152711,106115,177209,110108,54124,159137",0,3.9,3.3
90514,"110108,3226,182657,182527,182793,182781,159467,151989,159761,183437,177209,27149,176271,143422,138172,43341,178953,152711,8111,107434",0,4.05,3.05
92393,"159467,159123,159125,159471,159133,3226,159135,176271,183437,151989,143422,110108,106115,152711,8111,159761,136086,43341,183013,177209",0,4.05,3.35
92716,"159467,159123,159471,159125,159133,159135,3226,176271,151989,106115,183437,183013,143422,27149,152711,159141,8111,166267,140369,43341",0,3.8,3.25
93117,"159467,159123,159125,159471,159133,3226,159135,176271,183437,151989,143422,106115,8111,110108,159141,152711,159761,177209,43341,27149",0,3.9,3.15
93210,"159467,3226,159123,159125,159471,159133,159135,176271,151989,183437,8111,106115,143422,110108,152711,159761,136086,43341,54124,183013",0,3.8,3.3
93404,"159467,159123,159125,159471,159133,159135,159129,3226,176271,110108,151989,138172,159761,159127,159141,177209,183437,143422,136086,8111",0,4.25,3.45
94421,"159467,3226,159123,159471,159125,159133,159135,176271,183437,151989,106115,143422,8111,152711,159761,183013,27149,43341,177209,166267",0,3.8,3.2
94711,"159467,159123,159125,159471,159133,159135,3226,151989,176271,110108,183437,159141,143422,136892,177209,106115,159761,8111,152711,27149",0,4.1,3.3
94822,"159467,159123,159471,159125,159133,159135,3226,176271,183437,151989,106115,159141,143422,177209,8111,136892,152711,95517,159761,43341",0,4.05,3.5
94901,"159467,3226,176271,159123,110108,159125,159471,159133,159135,151989,143422,159761,183013,54124,177209,152711,106115,183437,8111,169632",0,4.0,3.3
95185,"260,4993,122882,159467,7153,5952,86237,1196,3226,151989,7502,176271,136892,159123,159125,159471,159133,159135,106115,183013",7,3.95,17107.9
95471,"1243,1136,109374,159467,1080,159471,159125,159123,159133,159135,159129,608,97648,3092,50,94410,159127,4027,159141,3226",7,3.7,11204.55
95527,"159467,159123,159125,159133,159471,159135,3226,176271,151989,159141,54124,110108,183437,143422,177209,138172,152711,106115,159761,183013",0,4.05,3.15
95806,"50742,52767,26712,159467,947,50658,2360,7396,50740,1237,8684,702,159123,3077,159125,159471,159133,159135,101285,3338",2,3.6,812.7
95909,"159467,159123,159471,159125,159133,159135,3226,151989,176271,183437,136892,143422,183013,106115,152711,177209,8111,43341,27149,159141",0,3.8,3.25
96207,"159467,159123,159471,159125,159133,159135,3226,159141,151989,183437,176271,143422,106115,152711,8111,140369,95517,159137,27149,43341",0,3.75,3.4
96295,"136892,159467,110108,3226,151989,183437,159761,182527,182657,182781,182793,177209,143422,176271,136086,138172,152711,8111,43341,34763",0,4.0,3.25
96452,"78160,159467,136445,356,159123,159471,159125,159133,159135,159141,3226,65612,183437,4975,151989,182527,176271,182793,182657,182781",2,4.05,5447.45
97151,"159467,159123,159125,159133,159471,159135,176271,151989,3226,183013,183437,136086,143422,177209,106115,152711,8111,159141,179065,178057",0,4.25,3.5
97237,"159467,159123,159471,159125,159133,159135,159141,176271,3226,151989,159137,54124,183013,159129,110108,106115,152711,183437,143422,159127",0,3.8,3.35
97404,"159467,159123,159125,159133,159471,159135,176271,3226,159141,151989,183437,183013,106115,143422,152711,159137,8111,27149,54124,166267",0,3.65,3.25
97809,"159467,159123,159471,159125,159133,159135,3226,159141,151989,82143,176271,953,183437,93040,27149,106115,26587,86237,143422,159137",1,3.7,957.6
98426,"159467,3226,176271,151989,159123,159125,159471,159133,159135,143422,106115,183013,183437,27149,152711,8111,110108,136892,54124,43341",0,3.6,3.15
98635,"159467,110108,159123,159125,159133,159471,159135,3226,151989,176271,182527,182657,182793,182781,183437,143422,159761,159141,177209,27149",0,4.15,3.05
98663,"182657,182527,182793,182781,110108,3226,136086,159761,177209,183437,138172,27149,151989,178953,34763,143422,176271,43341,107434,182493",0,3.8,2.95
99373,"159467,3226,151989,183437,176271,159123,159125,159133,159471,159135,143422,136892,152711,8111,106115,177209,159761,43341,110108,136086",0,4.1,3.4
100121,"7153,4993,5952,3226,159467,110108,151989,27149,183437,159761,143422,176271,106115,34763,8111,177209,152711,43341,136892,102323",3,3.6,8713.45
100489,"159467,159123,159125,159471,159133,159135,3226,176271,151989,159141,183437,106115,143422,8111,152711,183013,43341,166267,159137,110108",0,3.9,3.3
100901,"159467,6918,1204,4422,159123,159471,159135,159125,159133,163809,6985,4806,86237,82143,93040,668,47404,117444,8125,7767",1,3.6,1118.85
101059,"159467,3226,151989,110108,176271,183437,159761,143422,106115,27149,159123,182527,182657,182793,182781,159125,159471,8111,159133,152711",0,4.15,3.25
101241,"159467,159123,159471,159133,159125,159135,176271,3226,151989,183437,183013,143422,106115,152711,177209,140369,8111,166267,43341,153038",0,4.05,3.3
101389,"159467,159123,159471,159125,159133,159135,176271,151989,3226,183437,27149,143422,110108,159141,177209,106115,152711,159761,183013,166267",0,4.0,3.2
102595,"159467,3226,183437,176271,159123,159125,159471,159133,159135,106115,143422,151989,8111,152711,95517,43341,140369,27149,182527,182657",0,3.95,3.3
102850,"3226,110108,159467,176271,151989,27149,159761,183437,136086,143422,177209,106115,152711,182527,182657,182793,182781,43341,8111,34763",0,3.75,3.2
102899,"159467,3226,159123,159125,159471,159133,159135,176271,110108,183437,151989,143422,8111,106115,159761,152711,136086,183013,159141,159129",0,4.2,3.55
103041,"159467,3226,151989,176271,183437,159123,159125,159471,159133,159135,136892,143422,159761,110108,177209,106115,8111,152711,43341,183013",0,4.05,3.3
103481,"159467,3226,176271,110108,159123,159125,159471,159133,159135,151989,183437,143422,159761,106115,177209,152711,8111,136086,43341,138172",0,4.15,3.3
103537,"3226,159467,110108,176271,151989,159761,183437,136892,143422,177209,182527,182657,182793,182781,106115,8111,27149,43341,183013,152711",0,3.9,3.25
103755,"104069,86377,92535,86345,720,159467,86347,1206,1080,127098,745,26587,159123,159133,159125,159471,159135,1223,50,134849",6,3.65,8095.4
103798,"159467,3226,110108,151989,176271,183437,136086,138172,182527,182657,182793,182781,159761,143422,177209,152711,8111,27149,43341,159123",0,4.05,3.15
103875,"159467,3226,110108,176271,159123,159125,159471,159133,159135,151989,159761,143422,177209,183437,152711,106115,183013,8111,54124,138172",0,4.1,3.2
104351,"159467,3226,183437,176271,151989,159123,159125,159133,159471,159135,143422,106115,110108,8111,159761,152711,43341,27149,177209,166267",0,3.9,3.15
104593,"159467,3226,159123,151989,159125,159133,159471,159135,176271,183437,110108,143422,159761,182527,182657,182781,182793,152711,136086,138172",0,4.4,3.25
104863,"159467,159123,159125,159471,159133,159135,3226,151989,176271,110108,183437,143422,177209,159761,152711,106115,136086,138172,159141,43341",0,4.1,3.25
105068,"159467,3226,159123,159471,176271,159125,159133,159135,151989,183437,143422,110108,106115,27149,177209,152711,8111,140369,159761,43341",0,3.95,3.15
