userId,Movies,overlapCount,avgMovieRatings,avgPopularity
42273,"110108,159467,159133,159125,159471,159135,159123,138172,151989,177209,182793,182781,182657,182527,135055,54124,34763,137020,137052,137006",0,4.2,0
42577,"110108,138172,182793,182657,182781,182527,34763,151989,159467,177209,107434,137020,137052,137006,137050,136992,137026,137028,137018,137024",0,4.5,0
42779,"159125,159135,159133,159471,159123,159467,183013,151989,138172,110108,54124,137020,137052,137006,137050,136992,137028,137024,137026,137018",0,4.3,0
43130,"177209,151989,159125,159135,159133,159123,159471,183013,138172,54124,159467,137020,137052,137006,137050,136992,137028,137024,137026,137018",0,4.3,0
43256,"159125,159135,159123,159133,159471,159467,110108,138172,177209,183013,151989,182793,182781,182657,182527,135055,54124,178417,178881,179065",0,4.3,0
43450,"924,159125,159135,159123,159471,159133,670,159467,2427,26082,122701,142903,109762,159048,116243,171221,180839,140014,137964,124903",2,4.4,0
43606,"159125,159135,159133,159123,159471,159467,138172,183013,151989,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998",0,4.55,0
43831,"183013,151989,138172,182793,182781,182527,182657,183941,143833,178057,179065,183913,178417,179019,177921,183057,177903,178881,135310,178415",0,4.6,0
43853,"110108,138172,182793,182657,182781,151989,182527,177209,159467,159133,159125,159135,159123,159471,54124,183013,107434,137020,137052,137006",0,4.35,0
43966,"260,1196,7153,4993,5952,1210,182793,182781,182657,182527,60221,166229,179617,165745,179559,164771,179621,124987,179547,137601",6,4.3,0
44038,"110108,177209,151989,182781,182793,182527,182657,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136988,136998,137064",0,4.85,0
44363,"151989,138172,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998,137032,136988,137064,137022,137046,136996,137016",0,4.9,0
44447,"159125,159123,159135,159133,159471,159467,122701,142903,171221,180839,109762,116243,140014,159048,124903,137964,159050,159053,132124,138172",0,4.7,0
44454,"159135,159125,159133,159123,159471,159467,138172,183013,151989,110108,177209,178417,178881,177921,183057,177903,179065,183913,178057,135310",0,4.55,0
44807,"159467,110108,159133,159471,159125,159135,159123,54124,138172,165745,166229,137020,137601,165381,137052,165743,179527,179635,179617,166231",0,4.4,0
45101,"110108,177209,34763,182657,182527,182781,182793,151989,54124,137020,137052,137006,137050,137026,137018,137024,136992,137028,137048,136998",0,4.35,0
45259,"159133,159125,159471,159135,159123,159467,151989,138172,110108,183013,177209,137020,137052,137006,137050,136992,137028,137024,137026,137018",0,4.55,0
45999,"159135,159133,159125,159123,159471,159467,183013,138172,151989,54124,177209,137020,137052,137006,137050,136992,137028,137024,137026,137018",0,4.3,0
46629,"110108,177209,182793,138172,182657,182781,182527,151989,34763,137020,137052,137006,137050,137026,136992,137018,136998,137028,137024,137048",0,4.6,0
47230,"110108,182657,182793,182527,182781,177209,151989,34763,137020,137052,137006,137050,136998,137026,137018,137032,137048,136992,137028,137024",0,4.6,0
47701,"159125,159133,159135,159471,159123,159467,183013,151989,138172,177209,110108,54124,137020,137052,137006,137050,136992,137028,137024,137026",0,4.3,0
47944,"110108,159467,159133,159125,159135,159471,159123,138172,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998,136988",0,4.65,0
47993,"110108,159135,159133,159123,159125,159471,159467,138172,151989,177209,182793,182781,182657,182527,183013,137020,137052,137006,137050,136992",0,4.6,0
48351,"138172,110108,151989,182793,182781,182657,182527,177209,137020,137052,137006,137050,136992,137028,137026,137018,137024,136998,137048,137032",0,4.85,0
48934,"159133,159125,159135,159471,159123,159467,110108,138172,151989,177209,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048",0,4.65,0
49212,"110108,182657,182793,182781,182527,151989,34763,177209,138172,135232,137020,137052,137006,137050,137018,136992,137026,137048,137028,137024",0,4.6,0
