UserId	Movies
42273	110108,159467,159133,159125,159471,159135,159123,138172,151989,177209,182793,182781,182657,182527,135055,54124,34763,137020,137052,137006
42577	110108,138172,182793,182657,182781,182527,34763,151989,159467,177209,107434,137020,137052,137006,137050,136992,137026,137028,137018,137024
42779	159125,159135,159133,159471,159123,159467,183013,151989,138172,110108,54124,137020,137052,137006,137050,136992,137028,137024,137026,137018
43130	177209,151989,159125,159135,159133,159123,159471,183013,138172,54124,159467,137020,137052,137006,137050,136992,137028,137024,137026,137018
43256	159125,159135,159123,159133,159471,159467,110108,138172,177209,183013,151989,182793,182781,182657,182527,135055,54124,178417,178881,179065
43450	924,159125,159135,159123,159471,159133,670,159467,2427,26082,122701,142903,109762,159048,116243,171221,180839,140014,137964,124903
43606	159125,159135,159133,159123,159471,159467,138172,183013,151989,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998
43831	183013,151989,138172,182793,182781,182527,182657,183941,143833,178057,179065,183913,178417,179019,177921,183057,177903,178881,135310,178415
43853	110108,138172,182793,182657,182781,151989,182527,177209,159467,159133,159125,159135,159123,159471,54124,183013,107434,137020,137052,137006
43966	260,1196,7153,4993,5952,1210,182793,182781,182657,182527,60221,166229,179617,165745,179559,164771,179621,124987,179547,137601
44038	110108,177209,151989,182781,182793,182527,182657,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136988,136998,137064
44363	151989,138172,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998,137032,136988,137064,137022,137046,136996,137016
44447	159125,159123,159135,159133,159471,159467,122701,142903,171221,180839,109762,116243,140014,159048,124903,137964,159050,159053,132124,138172
44454	159135,159125,159133,159123,159471,159467,138172,183013,151989,110108,177209,178417,178881,177921,183057,177903,179065,183913,178057,135310
44807	159467,110108,159133,159471,159125,159135,159123,54124,138172,165745,166229,137020,137601,165381,137052,165743,179527,179635,179617,166231
45101	110108,177209,34763,182657,182527,182781,182793,151989,54124,137020,137052,137006,137050,137026,137018,137024,136992,137028,137048,136998
45259	159133,159125,159471,159135,159123,159467,151989,138172,110108,183013,177209,137020,137052,137006,137050,136992,137028,137024,137026,137018
45999	159135,159133,159125,159123,159471,159467,183013,138172,151989,54124,177209,137020,137052,137006,137050,136992,137028,137024,137026,137018
46629	110108,177209,182793,138172,182657,182781,182527,151989,34763,137020,137052,137006,137050,137026,136992,137018,136998,137028,137024,137048
47230	110108,182657,182793,182527,182781,177209,151989,34763,137020,137052,137006,137050,136998,137026,137018,137032,137048,136992,137028,137024
47701	159125,159133,159135,159471,159123,159467,183013,151989,138172,177209,110108,54124,137020,137052,137006,137050,136992,137028,137024,137026
47944	110108,159467,159133,159125,159135,159471,159123,138172,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998,136988
47993	110108,159135,159133,159123,159125,159471,159467,138172,151989,177209,182793,182781,182657,182527,183013,137020,137052,137006,137050,136992
48351	138172,110108,151989,182793,182781,182657,182527,177209,137020,137052,137006,137050,136992,137028,137026,137018,137024,136998,137048,137032
48934	159133,159125,159135,159471,159123,159467,110108,138172,151989,177209,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048
49212	110108,182657,182793,182781,182527,151989,34763,177209,138172,135232,137020,137052,137006,137050,137018,136992,137026,137048,137028,137024
49796	60221,166229,179625,165743,165745,143235,179723,137601,165381,179535,179591,179617,179635,179589,164907,179621,124987,164771,149879,166223
50330	138172,183013,151989,177209,159135,159123,159133,159471,159125,183941,137020,137052,137006,137050,137024,136992,137028,137026,137018,137048
51444	110108,138172,151989,159467,159133,159125,159135,159471,159123,177209,182793,182781,182657,182527,34763,137020,137052,137006,137050,136992
51875	159135,159125,159123,159133,159471,159467,183013,122701,142903,109762,171221,116243,159048,124903,180839,140014,137964,159050,132124,159053
51890	1251,7748,159135,159125,159123,159133,159471,3093,159467,26094,6783,1248,1252,1212,26171,25805,8195,8620,183013,3134
51939	159135,159123,159125,159133,159471,159467,138172,122701,142903,109762,159048,159050,140014,171221,180839,137964,159053,116243,124903,132124
51966	159125,159135,159123,159133,159471,159467,122701,142903,109762,159048,159050,159053,140014,171221,180839,137964,124903,116243,132124,183013
51982	110108,182793,182657,182781,182527,138172,151989,34763,107434,177209,137020,137052,137006,137050,136992,137028,137018,137024,137026,137048
52146	159125,159135,159123,159133,159471,159467,138172,183013,54124,151989,155713,47782,122701,109762,142903,171221,159048,180839,116243,124903
53023	159125,159123,159135,159133,159471,159467,54124,138172,122701,142903,171221,116243,109762,180839,140014,159048,124903,137964,159050,159053
53834	110108,159467,159133,159471,159125,159135,159123,151989,138172,177209,182781,182793,182657,182527,34763,183013,54124,107434,135055,47782
54018	93040,138172,159135,159123,159125,159133,159471,159467,60221,151989,137006,137050,136992,137028,137020,137024,137052,137018,137048,136988
54441	159125,159133,159135,159123,159471,159467,110108,183013,138172,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998
54449	110108,166229,165745,137601,165381,179527,179617,179635,165743,164787,166231,179535,179625,179723,143235,164861,168020,179559,166219,179581
54466	159133,159125,159471,159135,159123,159467,138172,110108,151989,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136988
55448	159125,159135,159123,159133,159471,159467,54124,138172,151989,183013,110108,137020,137006,137052,137050,136992,137028,137024,137026,137018
55701	159135,159125,159123,159133,159471,159467,110108,138172,54124,122701,142903,109762,159048,159050,180839,159053,171221,137964,140014,116243
55768	159471,159133,159123,159135,159125,159467,183013,122701,142903,116243,140014,171221,109762,124903,180839,137964,159048,132124,159053,159050
55951	159467,159133,159471,159125,159123,159135,110108,138172,54124,151989,183013,179535,179625,143235,165381,166229,137601,165743,165745,179527
56103	6985,26150,105250,26587,6669,134849,159135,159123,159125,159471,159133,720,8125,159467,3022,25750,122701,142903,109762,137964
56116	159467,159133,159125,159471,159123,159135,110108,179625,179535,143235,165743,137601,165381,179527,179723,179635,179581,166229,165745,166231
56291	159135,159123,159125,159133,159471,159467,138172,54124,183013,122701,142903,171221,109762,180839,116243,140014,124903,137964,159048,159050
56427	110108,182657,182793,182527,182781,138172,151989,177209,178415,179019,135310,143833,178881,178057,177903,177921,183057,179065,183913,178417
56478	159135,159133,159125,159123,159471,159467,138172,110108,151989,182793,182781,182657,182527,137020,137006,137050,137052,136992,137028,137024
57041	138172,159135,159123,159125,159133,159471,183013,177209,182793,182781,159467,182657,182527,151989,143833,178057,179019,178415,135310,178881
57172	159125,159133,159135,159123,159471,159467,110108,138172,183013,151989,54124,137020,137052,137006,137050,136992,137028,137024,137026,137018
57728	182781,182657,182793,182527,151989,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998,136988,137032,137064,137022
57787	110108,138172,182793,182657,182781,182527,151989,159467,159133,159125,159135,159123,107434,159471,34763,177209,137020,137052,137006,137050
59199	159125,159135,159123,159133,159471,159467,138172,54124,183013,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998
59219	159467,159125,159133,159135,159123,159471,138172,110108,182793,182657,182781,182527,151989,107434,183013,137020,137052,137006,137050,136992
59880	177209,183013,151989,138172,110108,182657,182793,182781,182527,34763,183941,107434,155713,47782,135310,178415,178881,183057,177921,179019
60239	110108,138172,182793,182781,182657,182527,177209,151989,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998,137032
60286	159133,159125,159135,159471,159123,159467,183013,138172,151989,177209,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048
68688	159467,159125,159133,159135,159471,159123,138172,110108,151989,182657,182793,182781,177209,182527,167496,167368,137020,137052,137006,137050
70213	159135,159125,159123,159471,159133,159467,183013,122701,142903,109762,116243,159048,171221,140014,180839,137964,124903,132124,159050,159053
71087	110108,138172,177209,182793,182781,182657,182527,183013,177903,183057,178057,143833,179065,177921,179019,178881,183913,178415,135310,124287
71326	110108,159467,159133,159471,159135,151989,159125,159123,138172,166229,179617,165745,137601,165381,166231,165743,164861,179625,179635,179535
71528	110108,34763,151989,138172,177209,182657,182781,182793,182527,107434,47782,155713,135055,137020,137052,137006,137050,137018,136992,137024
71548	159123,159135,159133,159125,159471,159467,138172,60221,110108,179625,143235,179535,149879,179621,124987,179589,164771,179591,164907,179547
72107	110108,138172,151989,34763,182657,182781,182793,182527,107434,137020,137052,137006,137050,136992,137018,137028,137024,137026,137048,136998
72369	166229,165745,137601,165381,179617,179625,179635,143235,165743,166231,179535,164861,179527,168020,179591,179723,164787,166219,179559,179619
72987	110108,151989,177209,34763,138172,54124,137601,165381,165743,166231,179635,166229,179625,164861,179527,179535,143235,179723,179617,165745
72995	110108,182657,182793,182527,182781,177209,34763,138172,107434,151989,135232,137020,137052,137006,136998,137018,137050,137032,137048,137026
72998	159133,159471,159135,159125,159123,159467,110108,151989,183013,138172,34763,177209,137020,137052,137006,137050,136992,137028,137024,137026
73672	110108,179617,166229,165745,179559,137601,165383,164787,164861,179567,165733,179527,166231,179635,168020,165743,165381,166219,179535,179619
74440	159135,159123,159125,159133,159471,159467,183013,138172,151989,54124,178881,177921,183057,177903,178057,178417,143833,183913,179065,179019
74514	159125,159135,159133,159123,159471,159467,110108,138172,151989,177209,183013,182793,182781,182657,182527,54124,137020,137052,137006,137050
74627	159125,159133,159135,159471,159123,159467,138172,110108,151989,177209,183013,182793,182781,182657,182527,137020,137052,137006,137050,136992
74754	159467,159471,159133,159135,159123,159125,179625,143235,179535,137601,165743,165381,166229,179723,179635,179527,165745,166231,179581,179617
75465	159467,159133,159125,159471,159135,159123,110108,138172,151989,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998
82118	159125,159135,159123,159133,159471,159467,138172,183013,137020,137050,137006,136992,137028,137052,137024,137026,137018,137048,136988,137064
82254	182793,182781,182657,182527,138172,151989,159135,159133,137020,137006,137052,137050,136992,159123,137028,137024,159125,137026,137018,137048
82270	159125,159133,159471,159135,159123,159467,138172,183013,54124,177209,151989,110108,107434,122701,142903,109762,159048,171221,140014,180839
82393	110108,159467,138172,137601,179527,165381,179635,165743,166231,168020,164861,179535,179625,166219,179723,143235,165745,166229,179619,179617
82708	159467,159133,159125,159135,159123,159471,138172,171221,137964,180839,116243,124903,159050,140014,122701,142903,159053,109762,159048,132124
83092	159125,159133,159135,159123,159471,159467,138172,151989,183013,110108,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048
83446	159133,159135,159125,159123,159471,159467,138172,110108,151989,183013,182793,182781,177209,182657,182527,137020,137052,137006,137050,136992
83812	110108,182657,182527,182793,182781,177209,151989,34763,138172,107434,168888,130558,135232,183013,158378,54124,175617,139074,183941,138923
83837	88125,182657,182793,182781,182527,138172,110108,34763,151989,168888,130558,135232,137020,137052,137006,137050,137018,136992,137028,137048
83868	159133,159125,159471,159135,159123,159467,110108,151989,138172,177209,183013,34763,137020,137052,137006,137050,136992,137028,137024,137026
84251	110108,159135,159123,159133,159125,159471,159467,138172,182793,182781,182657,182527,151989,54124,177209,183013,137020,137006,137052,137050
84322	159135,159125,159133,159123,159471,159467,138172,110108,151989,183013,177209,54124,178881,177921,183057,178417,177903,179065,179019,183913
84698	159133,159135,159125,159471,159123,159467,138172,151989,183013,110108,34763,177209,47782,155713,107434,54124,135055,137020,137052,137006
85868	159467,159133,159125,159135,159123,159471,110108,138172,183013,151989,54124,137020,137006,137052,137050,136992,137028,137024,137026,137018
86555	110108,159467,159133,159471,159125,159123,159135,166229,179617,165745,137601,165381,165743,179535,166231,179635,179527,179625,164861,179559
86672	110108,182781,182793,182657,182527,151989,34763,138172,137020,137052,137006,137050,136992,137028,137024,137018,137026,137048,136998,137032
87745	110108,159467,159133,159471,159135,159125,159123,179625,143235,165743,137601,179723,179535,179635,165381,166229,179527,165745,166231,149879
87796	110108,159125,159133,159135,159123,159471,159467,138172,151989,177209,183013,182793,182781,182657,182527,54124,137020,137052,137006,137050
88157	159133,159125,159471,159135,159123,159467,151989,183013,138172,110108,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048
88378	159135,159123,159125,159133,159471,159467,138172,183013,151989,137020,137006,137050,137052,136992,137028,137024,137026,137018,177209,137048
88433	159467,159133,159125,159135,159123,159471,110108,138172,151989,54124,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048
88504	138172,159135,159133,159125,159123,159471,151989,183013,159467,182793,182781,182657,182527,177209,110108,155713,47782,135055,183941,137020
88589	110108,177209,182793,182781,182657,182527,151989,138172,159133,159125,159135,159471,159123,159467,183013,54124,178417,177921,178881,179065
88596	159125,159133,159471,159135,159123,159467,110108,54124,183013,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136988
90270	110108,182657,182793,182781,182527,138172,177209,135055,107434,151989,178415,179019,183913,135310,179065,178417,177903,183057,178881,143833
90504	159125,159135,159123,159133,159471,159467,138172,183013,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136988,136998
90514	110108,182657,182793,182781,182527,151989,177209,138172,34763,107434,137020,137052,137006,137050,137018,136992,137026,137028,137024,137048
92393	159133,159125,159471,159135,159123,159467,110108,138172,151989,183013,54124,182793,182781,137020,137052,182657,137006,137050,136992,137028
92716	159471,159133,159125,159135,159123,159467,54124,183013,151989,137020,137006,137052,137050,136992,137028,137024,137026,137018,137048,136988
93117	159133,159125,159471,159135,159123,159467,110108,151989,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998,137032
93210	159133,159471,159125,159135,159123,159467,138172,151989,183013,110108,54124,137020,137052,137006,137050,136992,137028,137024,137026,137018
93404	159125,159135,159133,159123,159471,159467,138172,151989,177209,110108,183013,34763,137020,137052,137006,137050,137026,137024,136992,137028
94421	159133,159471,159135,159123,159125,159467,183013,151989,138172,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136988
94711	159467,159133,159471,159125,159135,159123,110108,137601,165381,165743,179527,179635,179625,179535,166231,143235,179723,164861,166229,179581
94822	159133,159125,159123,159471,159135,159467,138172,110108,54124,151989,183013,137020,137052,137006,137050,136992,137028,137024,137026,137018
94901	183013,151989,34763,137020,137052,137006,137050,136992,137024,137028,137026,137018,137048,136998,159133,137032,136988,137064,137022,137046
95185	4993,183013,151989,137020,137052,137006,137050,136992,137024,137028,137026,137018,137048,136988,136998,137064,137032,137022,137046,136996
95471	159471,159133,159125,159135,159123,159467,137020,137006,137052,137050,136992,137028,137024,137026,137018,137048,136988,136998,137064,137032
95527	159133,159125,159471,159135,159123,159467,138172,54124,151989,183013,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048
95806	159123,159135,159133,159125,159471,159467,183013,138172,135055,151989,54124,137006,137050,137020,136992,137028,137052,137024,137026,137018
95909	159125,159133,159135,159471,159123,159467,151989,183013,177209,34763,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048
96207	159133,159135,159125,159123,159471,159467,138172,151989,183013,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136988
96295	110108,177209,182657,182527,182793,182781,138172,183941,151989,183013,183057,177903,177921,178881,179019,143833,178057,179065,178415,183913
96452	159467,159133,159471,159125,159135,159123,165381,137601,179527,165743,179635,166231,179625,179535,179723,143235,164861,166229,168020,179581
97151	159135,159123,159125,159133,159471,183013,159467,151989,138172,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,177209
97237	159133,159125,159471,159135,159467,159123,138172,183013,151989,110108,54124,137020,137052,137006,137050,136992,137028,137024,137026,137018
97404	159133,159123,159471,159135,159125,159467,137020,137006,137052,137050,136992,137028,137024,137026,137018,137048,136988,136998,137064,137032
97809	159467,159133,159471,159123,159135,159125,60221,166229,179625,143235,179535,165381,165745,179617,165743,137601,166231,179723,164861,179635
98426	260,1196,183013,151989,138925,143717,27396,123569,161732,122068,60221,34763,165381,179625,143235,166231,137601,165743,179535,179635
98635	159467,159133,159125,159471,159135,159123,110108,138172,151989,183013,54124,182781,182793,182657,135055,182527,177209,137020,137052,137006
98663	110108,182657,182793,182781,182527,34763,177209,107434,151989,138172,137020,137052,137006,137050,137018,136992,137026,137048,137028,136998
99373	138172,151989,110108,177209,182793,182781,182657,182527,34763,183013,137020,137052,137006,137050,136992,137024,137028,137026,137018,137048
100121	110108,7153,34763,137601,179635,165743,166231,179617,165381,164861,179527,166229,165733,179567,179559,179625,165745,165383,168020,179535
100489	159133,159471,159135,159125,159123,159467,151989,183013,138172,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136988
100901	159123,159125,159135,159471,159133,159467,171221,122701,116243,142903,180839,140014,124903,109762,159048,137964,132124,159053,159050,183013
101059	110108,151989,179617,166229,165745,137601,164861,179559,165383,166231,165733,165381,179635,179527,179567,165743,168020,166219,164787,179619
101241	183013,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998,137032,136988,137064,137022,137046,136996,137016,26747
101389	159467,159133,159471,159125,159135,159123,110108,138172,151989,183013,54124,137020,137052,137006,137050,136992,137028,137024,137026,137018
102595	110108,177209,182793,182781,182657,159135,159133,159123,182527,159125,159471,183013,138172,159467,151989,137020,137052,137006,137050,136992
102850	110108,54124,177209,138172,34763,182793,182781,182657,182527,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998
102899	159467,159133,159471,159125,159135,159123,110108,151989,138172,183013,54124,177209,34763,137020,137052,137006,137050,136992,137028,137024
103041	138172,151989,159133,159135,159125,159123,159471,177209,183013,159467,110108,182781,182793,34763,182657,182527,47782,155713,107434,137020
103481	159133,159125,159135,159123,159471,159467,110108,138172,183013,137020,137052,137006,137050,136992,137028,137024,137026,137018,151989,137048
103537	110108,137020,137052,137006,137050,136992,137028,137024,137018,137026,137048,136998,137032,136988,137064,182793,137022,182781,137046,182657
103755	159123,159135,159471,159125,159133,159467,171221,116243,140014,122701,142903,180839,124903,109762,137964,159048,132124,159050,159053,164165
103798	110108,182793,182657,182781,182527,138172,34763,151989,177209,107434,137020,137052,137006,137050,137018,136992,137026,137024,137048,137028
103875	110108,159133,159467,159125,159471,159135,159123,151989,137020,137052,137006,137050,136992,137028,137024,137026,137018,137048,136998,137032
