MovieId	Count
172035	2
8195	2
122882	2
1029	1
1035	1
1036	1
122892	2
172049	2
122898	1
3093	1
172055	1
2070	1
122904	2
29	1
132124	29
122912	2
172071	7
122916	1
122918	1
164907	84
122920	1
102445	1
163885	1
122926	1
180273	1
146487	1
180279	1
3125	1
2102	1
58425	2
124987	20
177209	488
146489	1
88125	2
143422	2
3134	5
135232	25
155713	106
60487	1
30793	1
182345	12
1099	1
168020	9
4183	1
3163	1
7265	1
5224	2
105	1
172151	1
26747	237
127098	5
1148	1
98437	2
7301	1
183433	1
135310	27
4237	1
166028	7
183437	3
106642	1
7318	1
1196	2
1198	1
8368	1
4272	1
1204	1
135350	2
1206	1
1208	1
184	1
1210	1
53435	1
1212	1
7361	1
193	2
109762	60
160966	8
129223	1
1223	1
160970	8
7371	1
160974	8
31948	1
204	1
25805	2
1230	2
1236	1
122068	38
69844	1
213	1
1237	1
145620	1
214	1
171221	38
215	1
1243	1
86237	2
1244	1
82143	7
1248	1
1251	2
1252	1
162022	6
4325	1
178415	78
4335	1
178417	58
181495	1
181497	1
182527	334
2305	1
94466	1
260	4
1284	1
183567	1
7438	2
2318	1
124174	2
109848	1
1306	1
160030	1
95517	1
106782	1
6433	1
296	2
181551	1
2351	1
84273	1
179509	11
2361	1
4422	2
326	2
164165	39
159050	44
86345	5
166219	98
179531	122
159048	60
138568	5
86347	5
1354	2
166223	119
179535	109
334	1
159053	47
56655	1
166225	6
166231	9
166229	84
3415	3
179547	4
2395	1
155996	2
26974	1
156000	1
179559	102
3429	1
143717	42
86377	5
179563	3
180585	12
139630	1
179567	20
2413	1
122222	2
92535	4
4474	2
2427	1
2428	1
124287	6
179581	52
179587	64
182657	337
137601	45
179591	3
179589	86
104841	1
159123	732
26003	1
135569	1
1428	1
159125	730
159135	732
159133	730
179619	33
179621	2
179627	19
116136	1
179625	51
8620	2
179629	20
3503	1
179635	1
108981	1
164278	12
56757	1
151989	757
1464	1
170429	8
72129	1
117192	1
167368	31
72142	1
143833	29
26082	1
60904	1
1513	1
26094	1
130544	5
5618	1
6643	2
3571	1
147966	1
182781	340
130558	5
175617	3
69122	1
165383	1
165381	2
179723	36
1545	2
182793	339
2571	1
6669	3
69134	1
2575	1
179731	3
116243	43
1554	1
26133	1
3606	1
110102	1
110108	717
26150	3
178739	12
142903	50
50742	1
5690	1
68157	1
162364	1
2627	1
7748	1
2632	1
167496	31
7759	1
7762	2
594	1
178769	1
596	1
7767	3
178779	1
3676	1
178781	1
178787	1
2657	1
180839	44
134757	2
178789	1
183913	67
178793	1
178799	1
178803	2
95858	1
175733	7
632	1
1658	1
6783	2
104069	6
183941	39
183947	1
158344	5
89745	1
89753	1
3739	1
668	6
670	8
178845	11
78499	1
47782	105
122535	1
158378	4
138923	6
2731	1
138925	42
123569	41
32435	1
1717	1
124601	18
1721	1
161470	4
702	1
178881	49
131777	1
134849	1
117444	1
128713	2
8910	1
720	3
6874	2
122589	2
735	1
27366	2
105191	1
183013	542
154341	14
95977	1
159467	720
745	1
140014	59
159471	734
177903	22
137964	42
750	3
94959	1
167666	10
6896	1
4848	1
54001	2
757	1
49910	1
8957	1
177921	68
27396	41
6918	4
68358	1
4873	1
141064	7
164620	2
3855	1
183057	29
6935	1
136988	28
136992	318
105250	4
136998	529
136996	609
137006	653
183085	12
54072	15
137018	1
137016	473
137022	12
60221	11
176959	9
137020	630
109374	1
5952	2
139074	1
137024	44
144192	1
6981	1
179019	82
6985	6
137032	541
32587	1
137038	552
122701	60
133970	2
3920	1
5971	1
137046	80
169818	1
137050	4
137048	367
169816	1
858	1
77658	1
137052	145
169820	1
122721	2
165733	119
2920	3
137064	645
60267	1
54124	245
1900	2
165743	6
2926	1
40815	1
93040	2
165745	14
86898	1
170865	13
137078	54
113529	2
179065	61
896	2
4993	2
143235	62
898	1
899	1
1925	1
178057	83
155529	1
162702	1
135055	61
165775	1
2959	1
5013	2
133013	1
7063	2
117656	3
923	4
924	5
2973	1
164765	95
26528	1
164771	4
138150	1
107434	130
81834	1
164787	53
59315	1
147382	1
172981	1
168888	5
158649	1
8125	1
957	1
138172	774
161732	40
171973	1
171979	1
34763	317
171987	1
26578	4
26587	4
183257	1
183261	1
181219	1
2018	1
163809	1
183271	1
124903	44
181227	2
3052	1
7153	3
164849	1
164861	121
1023	1
