UserId	Movies
42273	110108,159467,159133,159471,159123,159125,159135,138172,151989,177209,182781,182793,182657,182527,54124,137006,137064,137020,136996,137032
42577	110108,182781,182793,182657,182527,34763,138172,151989,107434,137006,137064,137020,136996,137032,137038,136998,137016,137048,136992,26747
42779	159133,159123,159125,159135,159471,159467,110108,138172,151989,54124,183013,137006,137064,137020,136996,137038,137032,136998,137016,137048
43130	159471,159123,159125,159133,159135,177209,151989,159467,183013,138172,137006,137064,137020,136996,137038,137032,136998,137016,137048,136992
43256	159133,159125,159123,159135,159471,159467,110108,138172,177209,183013,151989,182793,182781,182527,182657,135055,54124,177921,178057,179065
43450	924,159133,159125,159135,159123,159471,159467,670,2427,122701,142903,140014,159048,109762,180839,137964,116243,171221,124903,159050
43606	159133,159471,159123,159125,159135,159467,138172,183013,151989,137006,137064,137020,136996,137038,137032,136998,137016,137048,136992,26747
43831	183013,151989,182793,182781,182657,182527,138172,179019,183913,178881,178417,178057,177921,135310,178415,179065,183057,143833,177903,60267
43853	110108,138172,182781,182793,182527,182657,151989,159467,159133,159125,159123,159471,159135,177209,54124,107434,183013,137006,137064,137020
43966	260,1196,7153,4993,5952,1210,88125,182527,182793,182781,182657,139630,60221,110108,117656,179627,166223,179535,179723,179559
44038	110108,177209,151989,182793,182781,182657,182527,137006,137064,137020,136996,137038,137032,136998,137016,137048,136992,26747,137052,137046
44363	151989,138172,137006,137064,137020,136996,137038,137032,136998,137016,137048,136992,26747,137052,137046,137078,137024,136988,54072,137022
44447	159133,159123,159125,159135,159471,159467,140014,109762,122701,159048,137964,159053,159050,142903,171221,116243,180839,132124,124903,138172
44454	159133,159125,159135,159471,159123,159467,138172,183013,151989,110108,177209,107434,47782,155713,177921,179065,178057,178415,179019,177903
44807	110108,159467,159133,159123,159125,159135,159471,137006,137064,137020,136996,137038,137032,136998,137016,137048,26747,136992,137052,137046
45101	110108,177209,182657,182781,34763,182793,182527,151989,54124,137006,137064,137020,136996,137038,137032,137016,136998,137048,136992,26747
45259	159471,159133,159123,159125,159135,159467,151989,138172,183013,110108,177209,137006,137064,137020,136996,137038,137032,136998,137016,137048
45999	159471,159135,159123,159125,159133,159467,183013,138172,151989,54124,110108,137006,137064,137020,136996,137038,137032,136998,137016,137048
46629	110108,182793,182781,182527,182657,138172,177209,151989,107434,179019,183913,178057,177921,178415,178881,179065,135310,177903,178417,143833
47230	110108,182527,182781,182657,182793,151989,177209,34763,137006,137064,137020,136996,137016,137038,137032,137048,136998,136992,26747,137052
47701	159471,159135,159125,159123,159133,159467,183013,151989,138172,177209,110108,54124,137006,137064,137020,136996,137038,137032,136998,137016
47944	110108,159467,159133,159471,159123,159125,159135,138172,137006,137064,137020,136996,137032,136998,137038,137016,137048,136992,26747,137052
47993	110108,159125,159471,159135,159123,159133,159467,138172,177209,182793,182781,182657,182527,151989,183013,177921,178057,179065,137006,179019
48351	110108,138172,182781,182793,182657,182527,151989,177209,167666,159133,159125,159123,159135,159471,159467,107434,167368,167496,34763,179019
48934	159133,159471,159125,159123,159135,159467,110108,138172,151989,177209,137006,137064,137020,136996,137032,137038,136998,137016,137048,136992
49212	110108,182527,182657,182781,182793,177209,151989,34763,138172,137006,137064,137020,136996,137032,137038,136998,137016,137048,136992,26747
49796	60221,164861,166223,164907,165733,179589,179535,164765,143235,166219,179531,166229,179559,164787,179723,179567,137601,179581,179627,179587
50330	138172,151989,183013,177209,137006,137064,137020,136996,137038,137032,136998,137016,137048,136992,26747,137052,137046,137078,137024,136988
51444	110108,138172,151989,159467,159471,159133,159125,159123,159135,177209,182781,182793,182657,182527,34763,137006,137064,137020,136996,137038
51875	159471,159133,159125,159123,159135,159467,183013,122701,159048,109762,140014,142903,116243,124903,180839,171221,159053,137964,159050,132124
51890	7748,159133,159125,159123,159135,159471,25805,159467,1251,8195,6783,1248,1252,1212,183013,27366,3134,138172,8620,3093
51939	159133,159125,159123,159135,159471,159467,138172,140014,159048,109762,159053,180839,159050,116243,137964,122701,171221,124903,132124,142903
51966	159133,159123,159125,159135,159471,159467,140014,159053,159048,109762,159050,137964,180839,116243,122701,132124,124903,171221,142903,183013
51982	110108,182781,182793,182527,182657,138172,151989,107434,34763,177209,137006,137064,137020,136996,137032,136998,137038,137016,137048,136992
52146	159133,159125,159135,159123,159471,159467,138172,183013,54124,151989,122701,137964,142903,159048,171221,109762,116243,180839,140014,159053
53023	159133,159123,159125,159471,159135,159467,54124,140014,109762,159048,122701,159053,159050,137964,180839,116243,171221,142903,124903,132124
53834	110108,159467,159471,159133,159123,159125,159135,151989,138172,177209,183013,182781,182793,182657,182527,34763,54124,107434,137006,137064
54018	138172,159133,159471,159125,159123,159135,159467,95977,117656,146487,129223,169816,146489,133013,169820,169818,122535,147966,145620,160030
54441	159135,159123,159133,159125,159471,159467,110108,138172,183013,137006,137064,151989,137020,136996,137038,137032,136998,137016,137048,136992
54449	110108,164907,164861,179535,165733,164765,179589,166223,179559,179531,166219,164787,143235,166229,137601,179581,179723,179625,179587,179567
54466	159123,159133,159125,159471,159135,159467,138172,110108,151989,137006,137064,137020,136996,137038,137032,136998,137016,137048,136992,26747
55448	159133,159125,159123,159135,159471,159467,138172,54124,151989,183013,110108,137006,137064,137020,136996,137038,137032,136998,26747,137052
55701	159133,159125,159123,159135,159471,159467,110108,138172,54124,137006,137064,137020,137038,136996,137032,136998,137016,137048,136992,26747
55768	159471,159123,159135,159133,159125,159467,183013,122701,140014,159048,109762,142903,124903,116243,180839,159053,159050,171221,137964,132124
55951	159467,159471,159133,159123,159135,159125,138172,183013,151989,165733,179531,164861,179535,164907,179589,166223,164765,179559,166229,166219
56103	6985,26150,105250,159133,159125,159123,159135,159471,26587,159467,6981,6669,140014,159048,109762,122701,180839,116243,159053,159050
56116	159467,159123,159133,159471,159125,159135,110108,165733,164861,179531,179535,179589,166219,164765,164907,166229,166223,143235,179567,179723
56291	159133,159123,159471,159125,159135,159467,86237,138172,183013,137006,137064,137020,136996,26747,137032,137052,137038,136998,137046,136992
56427	182781,182527,182793,182657,110108,138172,177209,151989,168888,130558,179019,178057,178415,178417,183913,177921,178881,179065,143833,135310
56478	159133,159125,159123,159471,159135,159467,138172,110108,151989,137006,137064,137020,136996,137032,137038,136998,26747,137052,137046,136992
57041	183013,138172,137006,137064,137020,137038,136996,137032,136998,26747,137052,137046,136992,137016,137048,137078,137024,54072,136988,137022
57172	159133,159125,159123,159135,159471,159467,138172,110108,183013,151989,54124,177921,179065,178057,135310,177903,178417,183057,178415,179019
57728	1036,182793,182527,182657,182781,151989,181495,1198,104841,183013,134757,78499,138172,117656,168888,130558,183947,107434,137006,137064
57787	110108,138172,159467,182781,182793,182657,182527,151989,159133,159123,159471,159125,159135,34763,107434,137006,137064,137020,136996,137032
59199	159123,159125,159133,159135,159471,159467,138172,183013,137006,137064,137020,136996,137038,137032,136998,137016,137048,136992,26747,137052
59219	159467,159133,159125,159123,159135,159471,138172,182527,182793,182781,182657,110108,151989,107434,183013,137006,137064,137020,136996,137038
