UserId	Movies
42273	110108,159467,159125,159123,159471,159133,159135,138172,151989,54124,177209,182657,182781,182527,182793,137050,136988,137024,137028,137038
42577	110108,182657,182781,182527,182793,138172,151989,34763,177209,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018,136992
42779	159135,159123,159133,159125,159471,159467,183013,151989,138172,54124,110108,134757,137050,136988,137024,137028,137022,137038,137026,137052
43130	177209,159135,159123,159125,159133,159471,151989,183013,138172,54124,159467,137050,136988,137024,137028,137038,137022,137026,137052,137064
43256	159125,159135,159133,159471,159123,159467,110108,138172,177209,183013,151989,182781,182657,182527,182793,54124,135055,178057,178417,178415
43450	924,159135,159133,159125,159123,159471,159467,2427,670,132124,180839,109762,159048,159053,124903,159050,171221,122701,140014,137964
43606	159135,159125,159123,159133,159471,159467,138172,183013,151989,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018,136992
43831	183013,151989,182781,182793,182657,182527,138172,183941,183057,178415,177209,178417,183913,143833,179019,177921,179065,135310,178057,178881
43853	110108,138172,182657,151989,182781,182527,182793,177209,159467,159133,159471,159135,159123,159125,54124,137050,136988,137024,137028,137038
43966	260,1196,7153,4993,5952,1210,88125,110108,182657,182781,182527,182793,69844,179619,179535,166231,165381,166223,179531,166225
44038	110108,177209,151989,182793,182657,182527,182781,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018,137016,136992,137032
44363	151989,138172,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018,136992,137032,137016,137046,137006,137020,136996,137048
44447	159135,159125,159133,159123,159471,159467,180839,132124,109762,159053,159048,124903,159050,122701,171221,140014,137964,116243,142903,138172
44454	159135,159133,159125,159123,159471,159467,138172,183013,110108,151989,178415,178417,183913,143833,177903,178881,179019,178057,183057,135310
44807	159467,159135,159123,159471,159125,159133,110108,54124,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018,137016,137032
45101	110108,177209,182657,182527,182793,34763,182781,54124,151989,137050,136988,137024,137028,137038,138172,137022,137026,137052,137064,137018
45259	159123,159135,159471,159133,159125,159467,151989,138172,110108,183013,177209,137050,136988,137024,137028,137038,137022,137026,137052,137064
45999	159135,159123,159125,159471,159133,159467,183013,138172,151989,54124,177209,137050,136988,137024,137028,137038,137022,137026,137052,137018
46629	110108,182657,182781,182527,182793,177209,138172,151989,34763,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018,136992
47230	110108,182657,182781,182527,182793,177209,151989,34763,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018,136992,136996
47701	159135,159123,159471,159133,159125,159467,183013,151989,138172,177209,110108,54124,137050,136988,137024,137028,137038,137022,137026,137052
47944	110108,159467,159123,159133,159471,159125,159135,138172,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018,136992,137032
47993	110108,159123,159135,159133,159125,159471,159467,138172,177209,151989,182657,182781,182793,182527,183013,137050,136988,137024,137028,137038
48351	138172,110108,151989,182657,182781,182527,182793,177209,137050,136988,137028,137024,137038,137022,137026,137052,137064,137018,136992,137032
48934	159135,159133,159123,159125,159471,159467,110108,138172,151989,137050,136988,137024,137028,137038,137022,137026,137052,177209,137064,137018
49212	110108,182657,182793,182527,182781,34763,151989,177209,138172,137050,136988,137028,137024,137038,137022,137026,137052,137064,137018,136992
49796	60221,138172,110108,179509,179617,164861,166225,143235,165743,179619,179629,179535,179591,166231,165381,165383,179581,166229,165733,179589
50330	138172,183013,151989,177209,159123,159125,159135,159133,159471,183941,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018
51444	110108,138172,151989,159123,159133,159471,159467,159125,159135,177209,182657,182781,182527,182793,34763,137050,136988,137024,137028,137038
51875	159125,159135,159133,159123,159471,159467,183013,171221,180839,132124,122701,137964,124903,109762,116243,159053,159048,142903,159050,140014
51890	1251,159125,159135,159133,159471,159123,3093,159467,1248,7748,1212,26094,1252,6783,25805,8195,1284,26171,3134,8620
51939	159125,159135,159133,159471,159123,159467,180839,171221,159053,124903,137964,122701,109762,132124,116243,159048,159050,142903,140014,138172
51966	159135,159125,159123,159471,159133,159467,171221,180839,132124,137964,122701,116243,124903,159053,109762,159048,159050,140014,142903,54124
51982	110108,182657,182781,182527,182793,138172,151989,107434,34763,177209,137050,136988,137028,137024,137038,137022,137026,137052,137064,137018
52146	159125,159135,159133,159471,159123,159467,138172,183013,54124,151989,47782,155713,124903,180839,109762,159053,132124,159048,122701,171221
53023	159135,159125,159471,159133,159123,159467,54124,138172,171221,180839,132124,122701,159053,109762,159048,124903,137964,116243,159050,142903
53834	110108,159467,159123,159135,159471,159125,159133,151989,138172,177209,183013,34763,182657,182793,182527,182781,54124,107434,135055,137050
54018	138172,159125,159133,159135,159123,159471,159467,60221,151989,129223,133013,146487,169818,160030,137022,137006,169816,137046,160028,147966
54441	159123,159135,159133,159471,159125,159467,110108,183013,138172,137050,136988,137024,137028,137038,137022,137026,137052,137018,137064,136992
54449	110108,179629,164861,179509,165743,179591,165733,166229,179617,179581,179589,165383,166225,143235,179563,164907,164771,179619,166231,179535
54466	159135,159123,159125,159133,159471,159467,138172,110108,137050,136988,137024,137028,137038,137022,137026,137052,151989,137064,137018,136992
55448	159125,159135,159471,159133,159123,159467,54124,138172,151989,183013,110108,137050,136988,137024,137022,137028,137038,137026,137052,137018
55701	159125,159135,159133,159471,159123,159467,110108,138172,54124,180839,124903,159053,109762,159048,122701,171221,132124,137964,159050,116243
55768	159135,159123,159133,159125,159471,159467,183013,132124,171221,180839,109762,159053,159048,122701,124903,116243,137964,159050,140014,142903
55951	159467,159135,159123,159471,159133,159125,110108,138172,54124,151989,183013,179629,164861,166229,165733,179581,179589,179563,179619,165383
56103	6985,26150,720,26587,134849,105250,25750,6669,8125,3022,159125,159135,159123,159133,159471,26082,159467,6981,3307,159053
56116	159467,159135,159125,159123,159471,159133,110108,179563,164861,179629,164907,179619,166231,179535,165383,179509,165743,179591,165733,179617
56291	159135,159125,159123,159133,159471,159467,138172,54124,171221,180839,159053,122701,137964,132124,124903,116243,109762,159048,159050,142903
56427	110108,182657,138172,182781,182793,182527,151989,177209,168888,130558,178415,183913,143833,179019,179065,177921,178417,177903,178881,183057
56478	159125,159135,159133,159123,159471,159467,138172,110108,151989,137050,136988,137024,137022,137028,137038,137026,137052,137064,137018,137032
57041	138172,159125,159135,159133,159471,159123,183013,159467,177209,182657,182781,182793,182527,151989,178417,177921,135310,179065,178057,183057
57172	159135,159133,159123,159125,159471,159467,110108,138172,183013,151989,54124,137050,136988,137024,137028,137038,137022,137026,137052,137064
57728	182793,182657,182527,182781,151989,181495,78499,130558,168888,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018,136992
57787	110108,138172,182657,182781,182527,182793,159467,151989,159125,159133,159123,159135,159471,107434,34763,177209,137050,136988,137028,137024
59199	159135,159125,159471,159133,159123,159467,138172,54124,183013,137050,136988,137024,137028,137038,137022,137026,137052,137018,137064,136992
59219	159467,159133,159135,159123,159125,159471,138172,110108,182781,182657,182793,182527,151989,107434,183013,137050,136988,137024,137028,137038
59880	177209,183013,151989,138172,110108,182657,182527,182793,182781,34763,183941,47782,155713,107434,178417,179019,135310,178057,177903,178881
60239	110108,138172,182657,182781,182527,182793,177209,151989,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018,136992,137032
60286	159135,159123,159133,159471,159125,159467,138172,183013,151989,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018,136992
68688	159467,159133,159471,159135,159125,159123,138172,110108,151989,182657,182781,182527,182793,177209,167496,167368,137050,136988,137028,137024
70213	159135,159125,159133,159123,159471,159467,183013,176959,132124,180839,109762,159053,138172,159048,124903,171221,159050,122701,140014,137964
71087	110108,138172,177209,182657,182781,183013,182527,182793,162022,124287,179065,177921,183057,179019,143833,183913,178415,178881,178417,177903
71326	110108,159467,159123,159135,159471,159133,159125,151989,138172,165733,179581,166229,179509,179619,179629,179591,179589,179617,165743,166231
71528	110108,151989,34763,138172,177209,182657,182527,182793,182781,107434,137050,136988,137028,137024,137038,137022,137026,137052,137064,137018
71548	159125,159135,159123,159133,159471,159467,138172,110108,60221,164861,179535,164907,166231,179619,179563,179629,165383,179509,165381,179617
72107	110108,138172,151989,34763,182657,182527,182793,182781,107434,137050,136988,137028,137024,137038,137022,137026,137052,137064,137018,136992
72369	151989,182781,182657,182793,182527,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018,137032,137016,136992,137046,137006
72987	110108,151989,177209,138172,34763,54124,159467,159123,159135,159471,159125,159133,183013,165733,179619,179509,179591,179581,179617,179535
72995	110108,182657,182527,182781,182793,34763,177209,138172,151989,107434,135232,137050,137028,136988,137038,137024,137022,137026,137052,137064
72998	159123,159135,159471,159133,159125,159467,151989,110108,183013,138172,34763,177209,137050,136988,137024,137028,137038,137022,137026,137052
73672	179581,165733,166229,179589,179629,179591,179619,179509,165743,166225,179617,166231,143235,179535,179563,165381,165383,166223,164907,149879
74440	159135,159125,159133,159471,159123,159467,183013,138172,54124,151989,178417,183057,178057,177921,179019,178881,179065,135310,177903,143833
74514	159135,159133,159471,159125,159123,159467,110108,138172,151989,177209,183013,182657,182781,182527,182793,54124,137050,136988,137024,137028
74627	159135,159471,159133,159125,159123,159467,138172,110108,151989,177209,182657,183013,182781,182527,182793,137050,136988,137024,137028,137038
74754	159123,159135,159125,159471,159133,159467,164861,179619,166231,179629,179535,179509,165381,165383,179563,164907,179617,166225,166223,165733
75465	159467,159135,159123,159133,159471,159125,110108,138172,151989,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018,136992
82118	159125,159135,159133,159471,159123,159467,138172,183013,136988,137050,137024,137022,137028,137038,137026,137064,137052,137018,137032,136992
82254	182781,182657,182793,182527,138172,151989,159123,159125,159133,159135,159471,159467,137050,136988,137024,137028,137022,137038,137026,137052
82270	159135,159125,159471,159123,159133,159467,138172,183013,54124,151989,177209,110108,107434,137050,136988,137024,137028,137038,137022,137026
82393	110108,159467,165733,179591,179629,179535,179619,179581,179563,164907,165743,166231,166229,179509,179617,179589,166225,143235,165381,165383
82708	159467,159125,159135,159471,159123,159133,159053,122701,137964,124903,116243,171221,109762,142903,159048,140014,180839,159050,132124,138172
83092	159135,159133,159125,159123,159471,159467,138172,151989,183013,110108,137050,136988,137024,137028,137038,137022,137026,137052,137064,137018
83446	159123,159135,159133,159125,159471,159467,138172,110108,151989,183013,177209,182657,182781,182793,182527,137050,136988,137024,137028,137038
