MovieId	Count
172035	2
8195	1
122882	1
1028	1
1029	1
159749	3
122892	1
172049	2
122904	2
5147	1
132124	28
122912	2
172071	43
2085	1
183335	8
122916	1
2087	1
183339	18
164907	38
122920	1
122922	1
163885	3
62511	1
122926	1
180273	6
69685	1
180279	6
146487	1
2102	1
58425	2
124987	114
177209	594
146489	1
88125	2
143422	11
3134	6
135232	67
155713	276
60487	1
182345	38
88140	1
168020	92
7265	1
173153	67
5224	2
105	2
159849	1
142452	1
131188	4
116855	1
26747	1
127098	5
1148	1
7301	1
183433	1
135310	91
4237	2
166028	6
183437	14
148626	1
149	1
3224	1
3226	10
161944	2
45210	1
159904	2
1196	4
6323	1
135350	1
148667	1
1210	1
1212	2
58559	1
4289	1
193	2
109762	40
160966	30
1221	1
160970	28
100553	1
3275	1
160974	26
31948	1
25805	1
122068	91
1237	1
213	1
69844	1
171221	13
86237	7
171231	1
82143	3
1251	1
162022	17
176359	13
1256	1
1260	1
178415	166
176371	1
178417	140
151793	3
181495	5
1270	1
2297	1
182527	444
5373	1
2305	1
260	5
100617	1
106762	1
171279	1
7438	1
39183	1
124174	2
142608	3
109848	1
1306	1
95517	4
79132	1
174375	1
296	1
130347	1
2351	2
84273	1
86332	1
7486	1
155968	1
179527	4
4422	1
326	2
164165	88
159050	47
86345	6
179531	2
166219	11
159048	38
138568	24
86347	8
166223	1
179535	3
65868	1
159053	33
56655	1
92494	1
3409	1
166225	63
2387	1
166231	86
8533	1
166229	7
3415	2
179547	50
2395	1
155996	4
156000	1
179559	83
143717	97
86377	6
180585	31
100714	1
139630	5
2413	1
128366	1
122222	7
97648	7
51571	2
175479	10
149879	47
92535	6
3446	1
4474	1
5498	1
2427	1
124287	17
179581	3
3456	1
182657	449
137601	1
179591	105
159123	693
26003	1
159125	688
159135	686
159133	690
179619	1
179617	13
179621	4
179627	16
179625	77
8620	2
179629	2
179635	3
164278	49
151989	705
33214	3
170429	34
120262	3
167368	101
177609	4
176591	1
8656	1
176593	1
143833	104
480	1
26082	3
26094	1
130544	25
104944	1
6643	5
147966	1
182781	454
130558	13
27137	14
175617	15
165381	1
1545	2
182793	451
2571	1
6669	6
179731	9
116243	40
39446	1
110102	1
110108	690
26150	3
178739	32
8753	1
2609	1
142903	24
177719	1
50742	2
162364	3
167496	96
7759	1
594	1
178769	2
596	1
7767	4
178779	2
106072	1
175709	1
178781	1
178787	2
180839	37
134757	34
616	1
183913	120
178793	1
162414	1
175727	1
178799	1
178797	1
175731	1
178803	1
64114	1
175729	1
169590	1
175733	28
632	1
171643	1
175737	1
137853	7
6783	1
104069	6
183941	97
183947	37
158344	18
34445	58
89745	1
2704	1
93840	1
183953	1
3739	1
668	8
670	8
3742	1
178845	43
78499	1
47782	272
122535	1
158378	11
138923	8
2731	3
138925	92
123569	91
32435	3
147124	1
135861	1
124601	179
1721	1
161470	1
178881	108
134849	2
129733	6
117444	1
168644	1
8910	1
176845	16
720	2
6874	2
27366	2
183013	640
154341	42
95977	5
159467	697
27369	1
140014	39
102125	1
159471	697
177903	102
57069	1
137964	49
750	3
167666	18
171763	1
54001	1
7926	1
94972	5
8957	1
177921	77
171777	6
27396	97
6918	4
141064	41
93967	5
164620	1
183057	153
171807	2
136992	8
93988	1
136996	355
137006	4
1836	1
183085	48
171821	2
3894	1
54072	68
137018	43
137016	208
55098	2
137022	3
60221	25
176959	12
137020	237
137026	155
5952	5
139074	7
144192	2
137028	5
102217	1
6985	7
179019	134
137032	333
137038	296
122701	47
3920	2
137046	196
137050	4
2905	1
137048	270
858	3
77658	1
163679	4
137052	17
2920	4
60267	1
54124	535
1900	1
165743	2
40815	1
93040	2
165745	144
170865	45
86898	1
4979	1
137078	117
179065	67
896	1
4993	5
143235	140
899	1
53125	1
178057	141
155529	10
162702	3
135055	135
165775	3
2959	1
912	2
60305	1
919	1
7063	1
117656	5
165787	1
923	6
924	3
26528	1
164771	75
138150	1
4006	1
118696	1
86955	2
107434	475
81834	1
1966	1
8111	4
59315	1
8117	1
172981	3
168888	15
3003	1
8125	1
957	1
138172	827
161732	97
171973	1
171979	2
34763	478
157641	1
3022	3
3030	1
141275	1
183259	2
26587	4
27611	1
183261	1
2018	1
2019	3
124903	51
120807	2
181227	2
120811	1
183273	1
7153	5
164849	5
166900	1
106489	1
172025	3
172031	2
1022	1
164861	131
1023	1
