UserId	Movies
42273	110108,159467,159123,159133,159125,159135,159471,138172,151989,107434,182657,182781,182527,182793,54124,135055,34763,177209,47782,155713
42577	110108,182657,182781,182527,182793,34763,107434,177209,138172,151989,135232,167368,167496,124601,54124,175479,177325,183339,183335,171777
42779	159467,159125,159135,159471,159123,159133,183013,138172,54124,110108,137046,137052,134757,137022,137032,137026,136996,137006,137038,137078
43130	183013,159467,159125,159471,159123,159135,159133,177209,138172,151989,54124,137046,137052,137022,137032,137026,136996,137006,137038,137078
43256	159467,159135,159125,159123,159133,159471,110108,138172,183013,54124,182793,182781,182657,182527,151989,177209,179065,178057,183057,183913
43450	924,670,159467,159125,159471,159135,159133,159123,6643,26150,6985,26003,183013,26587,6669,2351,6896,668,138172,137964
43606	159125,159467,159123,159135,159471,159133,138172,183013,54124,151989,137046,137022,137052,137032,137026,136996,137006,137038,137078,137028
43831	858,1221,60267,143717,138925,123569,117656,161732,122068,27396,108672,32990,1387,183013,176959,182793,182781,182657,182527,183941
43853	110108,182527,182781,182657,182793,138172,151989,107434,54124,177209,34763,183013,124601,159467,173153,34445,167496,167368,177903,179065
43966	7153,4993,5952,260,1196,1210,88125,69844,81834,139630,182781,182657,182527,182793,117656,54001,3226,129733,168644,168888
44038	110108,182781,182657,182527,182793,177209,138172,27137,151989,183013,137046,137052,137022,137032,136996,137026,137006,137038,137078,183941
44363	138172,110108,183013,137046,137052,137022,137032,137026,136996,137006,137038,137078,137028,136988,137048,26747,137020,137064,136998,137018
44447	159467,159125,159135,159471,159133,159123,138172,668,183013,137964,159053,159050,109762,142903,132124,122701,116243,180839,171221,140014
44454	159467,159125,159123,159135,159471,159133,183013,138172,110108,183057,183913,178057,179065,177921,179019,135310,177903,143833,178881,178417
44807	110108,159467,159123,159125,159133,159135,159471,182781,182657,182793,182527,54124,177209,134757,107434,137046,137052,137022,137032,136996
45101	110108,177209,182527,182657,182781,182793,34763,151989,138172,54124,27137,107434,183941,124601,183013,183947,155529,173153,137853,124287
45259	159467,159123,159125,159133,159135,159471,138172,151989,183013,110108,182781,182657,182793,182527,177209,137046,137052,137022,137032,136996
45999	159467,159125,159123,159471,159135,159133,183013,138172,54124,110108,151989,177209,137046,137052,137022,137032,137026,136996,137006,137038
46629	110108,182527,182793,182781,182657,138172,177209,124601,151989,107434,34763,54124,183013,178415,178417,179019,179065,178057,177903,143833
47230	182527,182657,182781,182793,110108,177209,34763,107434,124601,151989,141064,172071,138172,167368,158378,167496,183947,173153,34445,135232
47701	183013,159467,138172,159125,159471,159123,159135,159133,177209,151989,54124,110108,137046,137052,137022,137032,137026,136996,137006,137038
47944	110108,159123,159467,159133,159125,159471,159135,34763,151989,182657,182527,182793,182781,138172,177209,137046,137052,137022,107434,137026
47993	110108,182657,182781,182793,182527,159467,138172,177209,151989,159125,159123,159135,159133,159471,183013,134757,107434,178415,179065,178057
48351	138172,110108,182527,182793,182781,167666,182657,107434,124601,34763,151989,175617,175479,177209,167496,167368,180273,180279,141064,172071
48934	159467,159123,159125,159133,159135,159471,138172,110108,107434,177209,183013,151989,137046,137052,137022,137032,137026,136996,137006,137038
49212	110108,182527,182781,182657,182793,138172,34763,107434,177209,151989,168888,130558,135232,34445,183437,138568,130544,173153,171807,171821
49796	60221,164907,166219,165745,179723,179567,179617,179625,165743,164787,166231,179621,179627,179589,137601,164765,149879,165383,168020,166223
50330	183085,154341,178739,182345,164278,170865,180585,178845,60221,183013,27137,138172,177209,183941,137046,137052,137022,137032,137026,136996
51444	110108,138172,151989,182527,182657,182781,182793,34763,177209,107434,159467,159123,159133,159125,159471,159135,155713,47782,54124,124601
51875	159125,159471,159135,159123,159133,159467,183013,138172,54124,151989,159050,137964,159053,142903,140014,116243,47782,155713,124903,109762
51890	86237,159125,159135,159467,159471,159123,159133,8620,27366,97648,183013,138172,3739,670,54124,26151,7748,6783,8785,50742
51939	159125,159467,159135,159123,159471,159133,138172,183013,54124,137964,159053,159050,142903,109762,116243,122701,132124,140014,180839,124903
