MovieId	Count
1	1
172035	1
8195	1
122882	1
1028	1
1029	1
159749	2
159755	1
1036	1
122892	1
172055	2
122904	2
177183	1
132124	36
122912	3
122914	1
183335	12
172071	39
122916	2
122918	1
183339	20
164907	96
122920	1
3114	1
122922	1
180273	7
69685	1
180279	7
2102	1
58425	2
177209	553
88125	4
143422	9
3134	4
135232	67
155713	263
60487	1
182345	46
88140	1
1104	1
168020	108
173153	74
5224	2
105	2
106	1
159849	1
117	1
172151	2
131188	2
116855	1
172149	4
26747	9
127098	6
1148	1
108672	1
7301	1
4233	1
135310	82
4237	3
166028	8
183437	16
148626	1
25750	1
7318	1
3224	1
3226	9
161944	4
45210	1
7327	2
159904	1
141483	1
1196	5
1198	1
177325	1
8368	1
110771	1
1203	1
135350	1
1206	1
1208	1
148667	1
1210	1
1212	2
58559	2
3265	1
193	2
109762	34
160966	36
1221	2
129223	1
160970	30
100553	1
3275	1
160974	32
31948	1
1230	1
122068	100
69844	2
1237	1
213	1
171221	21
86237	7
32990	1
82143	4
1251	1
162022	14
176359	6
1256	1
1260	1
178415	107
176371	1
178417	95
151793	1
181495	3
1270	1
170229	1
2297	1
181497	2
182527	448
5373	1
2305	1
260	5
100617	1
183567	1
7438	1
124174	4
183571	2
142608	2
169232	1
109848	1
55577	1
1306	1
95517	4
160028	1
106782	1
296	3
7469	1
181551	1
2351	1
84273	2
179509	20
2361	1
86332	1
155968	1
4422	2
326	2
164165	93
159050	43
86345	7
166219	111
138568	26
159048	12
86347	7
166223	1
65868	1
7502	1
159053	43
92494	2
56655	4
3409	1
166231	17
8533	1
3415	2
179547	1
2395	1
155996	5
156000	1
143717	102
86377	6
179563	85
1387	2
180585	46
139630	3
179567	114
2413	1
128366	1
122222	5
97648	8
175479	12
149879	1
95604	1
92535	5
3446	1
4474	1
2427	2
124287	15
179581	8
1407	1
3456	1
182657	446
137601	92
168326	1
179591	10
179589	99
152970	1
159123	684
26003	2
159125	681
159135	678
159133	679
179619	39
179617	25
179621	103
179627	25
179625	88
8620	1
3503	1
164278	38
108981	1
151989	697
4537	1
8636	1
33214	4
170429	33
72129	1
8643	1
120262	4
167368	89
177609	3
8656	1
176593	1
31193	1
143833	136
26082	1
26094	1
130544	26
104944	1
5618	1
6643	4
102903	1
98809	1
182781	446
130558	14
27137	14
175617	17
165383	1
165381	1
179723	31
1545	1
182793	442
2571	1
6669	5
179731	10
116243	40
26133	1
39446	1
110102	1
110108	676
541	2
124444	1
26150	2
70183	1
26151	1
178739	31
8753	1
2609	1
142903	44
177719	1
50742	2
26171	1
162364	3
60992	1
7748	1
585	1
167496	88
162376	1
589	1
7759	1
8785	2
7762	1
594	1
178769	1
71252	2
7767	4
178779	4
182875	1
106072	1
175709	3
178781	2
178787	1
180839	29
134757	29
178789	4
183913	119
178793	1
162414	1
175727	3
178799	2
178797	4
175731	3
178803	2
64114	1
175729	3
157302	1
169590	1
157300	1
175733	33
175737	2
81535	1
137853	6
6783	1
104069	7
183941	94
183947	35
158344	16
34445	58
89745	2
93840	1
183953	2
3739	3
668	6
670	9
3742	1
178845	42
78499	2
47782	258
122535	1
158378	7
138923	10
2731	2
2732	1
138925	99
123569	101
32435	4
147124	1
124601	171
1721	1
161470	1
178881	113
134849	1
131777	1
129733	5
117444	2
168644	1
176845	6
720	2
6874	2
122589	6
27366	2
183013	643
154341	42
95977	4
159467	691
27369	1
140014	39
102125	1
159471	679
177903	155
57069	1
48877	1
137964	44
750	3
6896	1
167666	24
54001	2
171763	1
7926	1
49910	1
94972	5
8957	1
8961	1
171777	7
177921	124
27396	97
6918	3
141064	43
93967	5
164620	6
183057	116
171807	3
136988	42
105250	1
136998	8
136996	228
137006	202
171821	2
183085	36
3894	1
137018	6
137016	4
55098	2
137022	314
176959	15
60221	28
137020	15
137026	229
5952	6
139074	10
144192	6
137024	1
137028	75
102217	1
144202	4
6985	7
179019	128
137032	267
137038	163
122701	35
3920	1
137046	356
858	3
137048	24
77658	1
163679	2
137052	326
122721	1
165733	5
2920	4
137064	8
60267	1
54124	495
1900	1
165743	25
40815	1
93040	6
165745	83
170865	34
86898	1
137078	119
179065	167
4993	7
143235	1
3969	1
1923	1
899	1
1925	1
178057	135
155529	12
162702	2
135055	154
165775	4
2959	1
912	1
5008	1
60305	1
7064	1
117656	5
923	4
924	5
164765	83
59295	1
26528	2
4006	1
118696	1
86955	2
6058	1
107434	440
81834	2
8111	5
164787	58
945	1
59315	2
8117	1
172981	4
168888	16
3003	1
957	1
8125	1
138172	819
161732	102
171973	1
171979	1
34763	430
157641	1
63436	1
3022	2
171987	1
3030	1
141275	2
183259	2
26587	4
183257	2
27611	1
183267	2
181219	1
2018	1
2019	2
183271	2
124903	33
120807	2
1000	1
181227	1
120811	1
183273	2
7153	8
164849	10
166900	2
106489	1
172025	2
167934	2
172031	1
164861	4
1023	1
